No,商品コード,商品名称,細分類コード,細分類名称,メーカーコード,メーカー名称,出現日,容量,年月,地区コード,地区名称,金額,数量,平均価格,金額／販売店千人,数量／販売店千人,数量／店,販売店率
1334,4901734030126,サッポロ一番旅麺横浜家系豚骨醤油ラーメン９０×１２,111203,カップ麺,4901734,サンヨー食品,2017年10月29日,1080,2023年09月,13,東京,1176,1,1176.00,14.347,0.012,1.00,1.37%
1334,4901734030126,サッポロ一番旅麺横浜家系豚骨醤油ラーメン９０×１２,111203,カップ麺,4901734,サンヨー食品,2017年10月29日,1080,2023年10月,13,東京,1176,1,1176.00,12.288,0.010,1.00,1.37%
1334,4901734030126,サッポロ一番旅麺横浜家系豚骨醤油ラーメン９０×１２,111203,カップ麺,4901734,サンヨー食品,2017年10月29日,1080,2023年12月,13,東京,1176,1,1176.00,13.297,0.011,1.00,1.37%
1335,4902105274668,日清　デカうまＷマヨソース焼そばケース　１５３ｇ,111203,カップ麺,4902105,日清食品,2023年03月01日,153,2023年03月,13,東京,3912,3,1304.00,12.158,0.009,1.00,4.11%
1335,4902105274668,日清　デカうまＷマヨソース焼そばケース　１５３ｇ,111203,カップ麺,4902105,日清食品,2023年03月01日,153,2023年08月,13,東京,1200,1,1200.00,14.906,0.012,1.00,1.37%
1335,4902105274668,日清　デカうまＷマヨソース焼そばケース　１５３ｇ,111203,カップ麺,4902105,日清食品,2023年03月01日,153,2023年11月,13,東京,3600,3,1200.00,20.020,0.017,1.50,2.74%
1335,4902105274668,日清　デカうまＷマヨソース焼そばケース　１５３ｇ,111203,カップ麺,4902105,日清食品,2023年03月01日,153,2023年12月,13,東京,2400,2,1200.00,22.361,0.019,2.00,1.37%
1336,4903088016153,ヤマダイ　凄麺　冬の塩らーめん　１２０ｇ,111203,カップ麺,4903088,ヤマダイ,2022年11月12日,120,2023年01月,27,大阪,1352,6,225.33,25.383,0.113,3.00,3.17%
1336,4903088016153,ヤマダイ　凄麺　冬の塩らーめん　１２０ｇ,111203,カップ麺,4903088,ヤマダイ,2022年11月12日,120,2023年03月,13,東京,9196,48,191.58,165.176,0.862,48.00,1.37%
1336,4903088016153,ヤマダイ　凄麺　冬の塩らーめん　１２０ｇ,111203,カップ麺,4903088,ヤマダイ,2022年11月12日,120,2023年03月,27,大阪,260,1,260.00,12.416,0.048,1.00,1.59%
1337,4902105271896,日清　日清麺職人　濃いだしあごだし　８８ｇ×１２,111203,カップ麺,4902105,日清食品,2022年10月05日,1056,2023年01月,13,東京,1200,1,1200.00,15.371,0.013,1.00,1.37%
1337,4902105271896,日清　日清麺職人　濃いだしあごだし　８８ｇ×１２,111203,カップ麺,4902105,日清食品,2022年10月05日,1056,2023年02月,13,東京,2400,2,1200.00,33.146,0.028,2.00,1.37%
1337,4902105271896,日清　日清麺職人　濃いだしあごだし　８８ｇ×１２,111203,カップ麺,4902105,日清食品,2022年10月05日,1056,2023年04月,13,東京,2400,2,1200.00,30.333,0.025,2.00,1.37%
1337,4902105271896,日清　日清麺職人　濃いだしあごだし　８８ｇ×１２,111203,カップ麺,4902105,日清食品,2022年10月05日,1056,2023年07月,13,東京,1200,1,1200.00,7.877,0.007,1.00,1.37%
1337,4902105271896,日清　日清麺職人　濃いだしあごだし　８８ｇ×１２,111203,カップ麺,4902105,日清食品,2022年10月05日,1056,2023年08月,13,東京,3600,3,1200.00,44.719,0.037,3.00,1.37%
1338,4901990375306,マルちゃん　麺之助縦型鴨だしそば　６５ｇ,111203,カップ麺,4901990,東洋水産,2023年09月19日,65,2023年09月,13,東京,2112,2,1056.00,10.980,0.010,1.00,2.74%
1338,4901990375306,マルちゃん　麺之助縦型鴨だしそば　６５ｇ,111203,カップ麺,4901990,東洋水産,2023年09月19日,65,2023年12月,13,東京,8592,8,1074.00,28.925,0.027,4.00,2.74%
1339,4902881439251,旨だし屋　かきたま鶏だし塩ラーメン　大盛　９６ｇ,111203,カップ麺,4902881,明星食品,2020年09月12日,96,2023年10月,13,東京,10692,108,99.00,145.010,1.465,108.00,1.37%
1340,4901734047780,サッポロ一番ＣＳスモーキーベーコンバットマン６６ｇ,111203,カップ麺,4901734,サンヨー食品,2022年10月29日,66,2023年01月,13,東京,2812,19,148.00,26.422,0.179,19.00,1.37%
1340,4901734047780,サッポロ一番ＣＳスモーキーベーコンバットマン６６ｇ,111203,カップ麺,4901734,サンヨー食品,2022年10月29日,66,2023年01月,27,大阪,2156,22,98.00,27.375,0.279,22.00,1.59%
1340,4901734047780,サッポロ一番ＣＳスモーキーベーコンバットマン６６ｇ,111203,カップ麺,4901734,サンヨー食品,2022年10月29日,66,2023年02月,13,東京,1924,13,148.00,19.179,0.130,13.00,1.37%
1340,4901734047780,サッポロ一番ＣＳスモーキーベーコンバットマン６６ｇ,111203,カップ麺,4901734,サンヨー食品,2022年10月29日,66,2023年02月,27,大阪,882,9,98.00,12.612,0.129,9.00,1.59%
1340,4901734047780,サッポロ一番ＣＳスモーキーベーコンバットマン６６ｇ,111203,カップ麺,4901734,サンヨー食品,2022年10月29日,66,2023年03月,13,東京,1628,11,148.00,14.846,0.100,11.00,1.37%
1340,4901734047780,サッポロ一番ＣＳスモーキーベーコンバットマン６６ｇ,111203,カップ麺,4901734,サンヨー食品,2022年10月29日,66,2023年04月,13,東京,1284,8,160.50,11.974,0.075,8.00,1.37%
1341,4901990375344,マルちゃん　麺之助ワンタン麺鶏だし塩そば　８９ｇ×１２,111203,カップ麺,4901990,東洋水産,2023年09月22日,1068,2023年10月,13,東京,2376,2,1188.00,28.725,0.024,2.00,1.37%
1341,4901990375344,マルちゃん　麺之助ワンタン麺鶏だし塩そば　８９ｇ×１２,111203,カップ麺,4901990,東洋水産,2023年09月22日,1068,2023年11月,13,東京,6912,6,1152.00,16.800,0.015,1.50,5.48%
1341,4901990375344,マルちゃん　麺之助ワンタン麺鶏だし塩そば　８９ｇ×１２,111203,カップ麺,4901990,東洋水産,2023年09月22日,1068,2023年12月,13,東京,1320,1,1320.00,7.107,0.005,1.00,1.37%
1342,4902220094004,ＣＯＯＰ　関西風きつねうどん　１２Ｐ,111203,カップ麺,4902220,日本生活協同組合連合会,2020年04月06日,12,2023年02月,13,東京,10585,11,962.27,58.716,0.061,3.67,4.11%
1343,4901990338837,マルちゃん　麺づくり　鶏ガラ醤油　９７ｇ×１２Ｐ,111203,カップ麺,4901990,東洋水産,2017年09月14日,1164,2023年02月,13,東京,9007,7,1286.71,44.958,0.035,2.33,4.11%
1343,4901990338837,マルちゃん　麺づくり　鶏ガラ醤油　９７ｇ×１２Ｐ,111203,カップ麺,4901990,東洋水産,2017年09月14日,1164,2023年09月,13,東京,1536,1,1536.00,19.510,0.013,1.00,1.37%
1344,4903088012346,ニュータッチ　凄麺佐野らーめん　１１５ｇ×１２,111203,カップ麺,4903088,ヤマダイ,2018年01月18日,115,2023年01月,13,東京,2616,1,2616.00,35.268,0.013,1.00,1.37%
1344,4903088012346,ニュータッチ　凄麺佐野らーめん　１１５ｇ×１２,111203,カップ麺,4903088,ヤマダイ,2018年01月18日,115,2023年07月,13,東京,5256,2,2628.00,64.628,0.025,2.00,1.37%
1344,4903088012346,ニュータッチ　凄麺佐野らーめん　１１５ｇ×１２,111203,カップ麺,4903088,ヤマダイ,2018年01月18日,115,2023年10月,13,東京,2628,1,2628.00,27.460,0.010,1.00,1.37%
1345,4902105279397,日清食品　日清焼そばＵＦＯ濃い濃いラー油マ　１１２ｇ×１２,111203,カップ麺,4902105,日清食品,2023年06月05日,1344,2023年08月,13,東京,4644,3,1548.00,26.511,0.017,1.50,2.74%
1345,4902105279397,日清食品　日清焼そばＵＦＯ濃い濃いラー油マ　１１２ｇ×１２,111203,カップ麺,4902105,日清食品,2023年06月05日,1344,2023年12月,13,東京,5712,4,1428.00,25.131,0.018,2.00,2.74%
1346,4901990369671,東洋水産　麺づくり　合わせ味噌　ケース　１０４ｇ×１２,111203,カップ麺,4901990,東洋水産,2021年09月19日,1248,2023年02月,13,東京,10249,8,1281.13,46.439,0.036,2.67,4.11%
1347,4562470473259,エス・エス・ビ　モッパンチャプチェ　５８ｇ,111203,カップ麺,456247047,エス・エス・ビー,2021年02月18日,58,2023年03月,13,東京,10098,102,99.00,140.316,1.417,102.00,1.37%
1348,4902881433334,明星　評判屋重ねだしわんたん塩ラーメン６７ｇ×１２,111203,カップ麺,4902881,明星食品,2020年02月29日,804,2023年02月,13,東京,4272,4,1068.00,27.862,0.026,2.00,2.74%
1348,4902881433334,明星　評判屋重ねだしわんたん塩ラーメン６７ｇ×１２,111203,カップ麺,4902881,明星食品,2020年02月29日,804,2023年04月,13,東京,1068,1,1068.00,14.118,0.013,1.00,1.37%
1348,4902881433334,明星　評判屋重ねだしわんたん塩ラーメン６７ｇ×１２,111203,カップ麺,4902881,明星食品,2020年02月29日,804,2023年07月,13,東京,1188,1,1188.00,11.415,0.010,1.00,1.37%
1348,4902881433334,明星　評判屋重ねだしわんたん塩ラーメン６７ｇ×１２,111203,カップ麺,4902881,明星食品,2020年02月29日,804,2023年08月,13,東京,3564,3,1188.00,44.272,0.037,3.00,1.37%
1349,4902105272770,ＣＮ合体シリーズ　チリトマト＆トムヤムクン　７７ｇ,111203,カップ麺,4902105,日清食品,2022年09月09日,77,2023年01月,13,東京,10000,100,100.00,158.501,1.585,100.00,1.37%
1350,4902105281468,日清　カップヌードル旨辛シーフード　５８ｇ×２０,111203,カップ麺,4902105,日清食品,2023年06月04日,1160,2023年08月,13,東京,8000,4,2000.00,44.224,0.022,2.00,2.74%
1350,4902105281468,日清　カップヌードル旨辛シーフード　５８ｇ×２０,111203,カップ麺,4902105,日清食品,2023年06月04日,1160,2023年09月,13,東京,2000,1,2000.00,25.437,0.013,1.00,1.37%
1351,4902885009504,ペヤング　超大盛ふる里やきうどん　２１８ｇ,111203,カップ麺,4902885,まるか食品,2023年04月15日,218,2023年04月,27,大阪,9959,48,207.48,134.570,0.649,48.00,1.59%
1352,4901734047766,サッポロ一番　ＣＳ　ＢＢＱチキンバットマン　６７ｇ,111203,カップ麺,4901734,サンヨー食品,2022年10月30日,67,2023年01月,13,東京,1628,11,148.00,15.297,0.103,11.00,1.37%
1352,4901734047766,サッポロ一番　ＣＳ　ＢＢＱチキンバットマン　６７ｇ,111203,カップ麺,4901734,サンヨー食品,2022年10月30日,67,2023年01月,27,大阪,2058,21,98.00,26.131,0.267,21.00,1.59%
1352,4901734047766,サッポロ一番　ＣＳ　ＢＢＱチキンバットマン　６７ｇ,111203,カップ麺,4901734,サンヨー食品,2022年10月30日,67,2023年02月,13,東京,2368,16,148.00,23.604,0.159,16.00,1.37%
1352,4901734047766,サッポロ一番　ＣＳ　ＢＢＱチキンバットマン　６７ｇ,111203,カップ麺,4901734,サンヨー食品,2022年10月30日,67,2023年02月,27,大阪,980,10,98.00,14.013,0.143,10.00,1.59%
1352,4901734047766,サッポロ一番　ＣＳ　ＢＢＱチキンバットマン　６７ｇ,111203,カップ麺,4901734,サンヨー食品,2022年10月30日,67,2023年03月,13,東京,592,4,148.00,5.399,0.036,4.00,1.37%
1352,4901734047766,サッポロ一番　ＣＳ　ＢＢＱチキンバットマン　６７ｇ,111203,カップ麺,4901734,サンヨー食品,2022年10月30日,67,2023年04月,13,東京,2328,16,145.50,21.710,0.149,16.00,1.37%
1353,4901734050094,サッポロ一番　カップスター　旨塩　ケース　９００ｇ,111203,カップ麺,4901734,サンヨー食品,2023年05月28日,900,2023年05月,13,東京,1176,1,1176.00,23.460,0.020,1.00,1.37%
1353,4901734050094,サッポロ一番　カップスター　旨塩　ケース　９００ｇ,111203,カップ麺,4901734,サンヨー食品,2023年05月28日,900,2023年08月,13,東京,1176,1,1176.00,23.161,0.020,1.00,1.37%
1353,4901734050094,サッポロ一番　カップスター　旨塩　ケース　９００ｇ,111203,カップ麺,4901734,サンヨー食品,2023年05月28日,900,2023年09月,13,東京,2232,2,1116.00,17.363,0.016,1.00,2.74%
1353,4901734050094,サッポロ一番　カップスター　旨塩　ケース　９００ｇ,111203,カップ麺,4901734,サンヨー食品,2023年05月28日,900,2023年11月,13,東京,2112,2,1056.00,14.451,0.014,2.00,1.37%
1353,4901734050094,サッポロ一番　カップスター　旨塩　ケース　９００ｇ,111203,カップ麺,4901734,サンヨー食品,2023年05月28日,900,2023年12月,13,東京,3168,3,1056.00,13.938,0.013,1.50,2.74%
1354,4902881454308,明星食品　至極の一杯コク塩バター味ラーメンケース６５ｇ×１２,111203,カップ麺,4902881,明星食品,2022年07月17日,780,2023年02月,13,東京,1056,1,1056.00,11.191,0.011,1.00,1.37%
1354,4902881454308,明星食品　至極の一杯コク塩バター味ラーメンケース６５ｇ×１２,111203,カップ麺,4902881,明星食品,2022年07月17日,780,2023年04月,13,東京,2112,2,1056.00,21.763,0.021,2.00,1.37%
1354,4902881454308,明星食品　至極の一杯コク塩バター味ラーメンケース６５ｇ×１２,111203,カップ麺,4902881,明星食品,2022年07月17日,780,2023年05月,13,東京,1056,1,1056.00,7.212,0.007,1.00,1.37%
1354,4902881454308,明星食品　至極の一杯コク塩バター味ラーメンケース６５ｇ×１２,111203,カップ麺,4902881,明星食品,2022年07月17日,780,2023年09月,13,東京,2256,2,1128.00,9.230,0.008,1.00,2.74%
1354,4902881454308,明星食品　至極の一杯コク塩バター味ラーメンケース６５ｇ×１２,111203,カップ麺,4902881,明星食品,2022年07月17日,780,2023年11月,13,東京,1056,1,1056.00,9.808,0.009,1.00,1.37%
1354,4902881454308,明星食品　至極の一杯コク塩バター味ラーメンケース６５ｇ×１２,111203,カップ麺,4902881,明星食品,2022年07月17日,780,2023年12月,13,東京,2112,2,1056.00,9.292,0.009,1.00,2.74%
1355,4902885001461,ペヤング　超大盛らあめん　醤油　２１２ｇ,111203,カップ麺,4902885,まるか食品,2005年02月01日,212,2023年11月,13,東京,2376,1,2376.00,30.701,0.013,1.00,1.37%
1355,4902885001461,ペヤング　超大盛らあめん　醤油　２１２ｇ,111203,カップ麺,4902885,まるか食品,2005年02月01日,212,2023年12月,13,東京,7164,3,2388.00,22.942,0.010,1.00,4.11%
1356,4901071402921,エースコック　まる旨　信州わさびそば　５６ｇ,111203,カップ麺,4901071,エースコック,2023年12月09日,56,2023年12月,13,東京,6024,48,125.50,41.420,0.330,24.00,2.74%
1356,4901071402921,エースコック　まる旨　信州わさびそば　５６ｇ,111203,カップ麺,4901071,エースコック,2023年12月09日,56,2023年12月,27,大阪,3504,36,97.33,32.624,0.335,18.00,3.17%
1357,4902881454414,明星食品　かけそばでっせ　ケース　６７ｇ×１２,111203,カップ麺,4902881,明星食品,2022年10月31日,804,2023年10月,13,東京,7332,9,814.67,16.185,0.020,2.25,5.48%
1357,4902881454414,明星食品　かけそばでっせ　ケース　６７ｇ×１２,111203,カップ麺,4902881,明星食品,2022年10月31日,804,2023年11月,13,東京,2124,3,708.00,26.586,0.038,3.00,1.37%
1358,4902105266632,日清食品　カップヌードル　欧風チーズカレー　８５ｇＸ２０,111203,カップ麺,4902105,日清食品,2021年03月01日,85,2023年03月,13,東京,6760,2,3380.00,37.305,0.011,1.00,2.74%
1358,4902105266632,日清食品　カップヌードル　欧風チーズカレー　８５ｇＸ２０,111203,カップ麺,4902105,日清食品,2021年03月01日,85,2023年05月,13,東京,2560,1,2560.00,51.069,0.020,1.00,1.37%
1359,4901071211905,全国ラーメン店Ｍ博多元気一杯クリーミー豚骨　９９ｇ,111203,カップ麺,4901071,エースコック,2022年11月19日,99,2023年01月,13,東京,8605,35,245.86,18.682,0.076,7.00,6.85%
1359,4901071211905,全国ラーメン店Ｍ博多元気一杯クリーミー豚骨　９９ｇ,111203,カップ麺,4901071,エースコック,2022年11月19日,99,2023年03月,13,東京,199,1,199.00,2.559,0.013,1.00,1.37%
1359,4901071211905,全国ラーメン店Ｍ博多元気一杯クリーミー豚骨　９９ｇ,111203,カップ麺,4901071,エースコック,2022年11月19日,99,2023年04月,13,東京,398,2,199.00,5.030,0.025,2.00,1.37%
1360,4902881456296,明星　中華三昧　榮林　トマト酸辣湯麺　９８ｇ,111203,カップ麺,4902881,明星食品,2023年09月30日,98,2023年10月,13,東京,6432,24,268.00,84.772,0.316,24.00,1.37%
1360,4902881456296,明星　中華三昧　榮林　トマト酸辣湯麺　９８ｇ,111203,カップ麺,4902881,明星食品,2023年09月30日,98,2023年10月,27,大阪,2736,12,228.00,45.994,0.202,12.00,1.59%
1361,4901677190123,寿がきや　本店の味　メンマしょうゆ　７７ｇ,111203,カップ麺,4901677,寿がきや食品,2021年10月31日,77,2023年08月,27,大阪,2628,26,101.08,64.475,0.638,26.00,1.59%
1361,4901677190123,寿がきや　本店の味　メンマしょうゆ　７７ｇ,111203,カップ麺,4901677,寿がきや食品,2021年10月31日,77,2023年09月,27,大阪,6228,56,111.21,156.051,1.403,56.00,1.59%
1361,4901677190123,寿がきや　本店の味　メンマしょうゆ　７７ｇ,111203,カップ麺,4901677,寿がきや食品,2021年10月31日,77,2023年10月,27,大阪,216,2,108.00,5.251,0.049,2.00,1.59%
1362,4901734028925,サッポロ一番　旅麺京都背脂醤油ラーメン８７ｇ×１２,111203,カップ麺,4901734,サンヨー食品,2016年09月11日,1044,2023年02月,13,東京,2616,2,1308.00,20.883,0.016,2.00,1.37%
1362,4901734028925,サッポロ一番　旅麺京都背脂醤油ラーメン８７ｇ×１２,111203,カップ麺,4901734,サンヨー食品,2016年09月11日,1044,2023年05月,13,東京,6432,5,1286.40,80.439,0.063,5.00,1.37%
1363,4901071402860,エースコック　ワンタンメン　参鶏湯味ラーメン　カップ　７６ｇ×１２,111203,カップ麺,4901071,エースコック,2023年11月19日,912,2023年11月,27,大阪,8969,110,81.54,12.212,0.150,15.71,11.11%
1364,4901990525404,マルちゃん　白い力もちうどん（１２入）　１３０８ｇ,111203,カップ麺,4901990,東洋水産,2004年01月01日,1308,2023年01月,13,東京,1416,1,1416.00,18.736,0.013,1.00,1.37%
1364,4901990525404,マルちゃん　白い力もちうどん（１２入）　１３０８ｇ,111203,カップ麺,4901990,東洋水産,2004年01月01日,1308,2023年08月,13,東京,1788,1,1788.00,19.144,0.011,1.00,1.37%
1364,4901990525404,マルちゃん　白い力もちうどん（１２入）　１３０８ｇ,111203,カップ麺,4901990,東洋水産,2004年01月01日,1308,2023年12月,13,東京,5688,4,1422.00,40.224,0.028,2.00,2.74%
1365,4902105263167,日清　あっさりどん兵衛　肉だし　７２ｇ×１２,111203,カップ麺,4902105,日清食品,2020年02月29日,864,2023年03月,13,東京,1428,1,1428.00,14.991,0.010,1.00,1.37%
1365,4902105263167,日清　あっさりどん兵衛　肉だし　７２ｇ×１２,111203,カップ麺,4902105,日清食品,2020年02月29日,864,2023年04月,13,東京,3000,4,750.00,17.029,0.023,2.00,2.74%
1365,4902105263167,日清　あっさりどん兵衛　肉だし　７２ｇ×１２,111203,カップ麺,4902105,日清食品,2020年02月29日,864,2023年05月,13,東京,1200,2,600.00,15.007,0.025,2.00,1.37%
1365,4902105263167,日清　あっさりどん兵衛　肉だし　７２ｇ×１２,111203,カップ麺,4902105,日清食品,2020年02月29日,864,2023年06月,13,東京,2268,4,567.00,29.507,0.052,4.00,1.37%
1365,4902105263167,日清　あっさりどん兵衛　肉だし　７２ｇ×１２,111203,カップ麺,4902105,日清食品,2020年02月29日,864,2023年07月,13,東京,828,1,828.00,10.063,0.012,1.00,1.37%
1366,4901677063731,寿がきや　小さなおうどん　京風生姜あんかけ　８７ｇ,111203,カップ麺,4901677,寿がきや食品,2023年08月31日,87,2023年09月,13,東京,3256,22,148.00,44.720,0.302,22.00,1.37%
1366,4901677063731,寿がきや　小さなおうどん　京風生姜あんかけ　８７ｇ,111203,カップ麺,4901677,寿がきや食品,2023年08月31日,87,2023年09月,27,大阪,1080,11,98.18,30.970,0.315,11.00,1.59%
1366,4901677063731,寿がきや　小さなおうどん　京風生姜あんかけ　８７ｇ,111203,カップ麺,4901677,寿がきや食品,2023年08月31日,87,2023年10月,13,東京,444,3,148.00,5.852,0.040,3.00,1.37%
1366,4901677063731,寿がきや　小さなおうどん　京風生姜あんかけ　８７ｇ,111203,カップ麺,4901677,寿がきや食品,2023年08月31日,87,2023年10月,27,大阪,1439,13,110.69,41.970,0.379,13.00,1.59%
1366,4901677063731,寿がきや　小さなおうどん　京風生姜あんかけ　８７ｇ,111203,カップ麺,4901677,寿がきや食品,2023年08月31日,87,2023年11月,27,大阪,973,7,139.00,12.594,0.091,7.00,1.59%
1366,4901677063731,寿がきや　小さなおうどん　京風生姜あんかけ　８７ｇ,111203,カップ麺,4901677,寿がきや食品,2023年08月31日,87,2023年12月,27,大阪,1529,11,139.00,17.985,0.129,11.00,1.59%
1367,4902885009542,ペヤング　ディアヌードル　味噌味　８６ｇ,111203,カップ麺,4902885,まるか食品,2023年04月07日,86,2023年09月,13,東京,2592,24,108.00,51.916,0.481,24.00,1.37%
1367,4902885009542,ペヤング　ディアヌードル　味噌味　８６ｇ,111203,カップ麺,4902885,まるか食品,2023年04月07日,86,2023年11月,13,東京,828,12,69.00,8.310,0.120,12.00,1.37%
1367,4902885009542,ペヤング　ディアヌードル　味噌味　８６ｇ,111203,カップ麺,4902885,まるか食品,2023年04月07日,86,2023年12月,13,東京,5178,60,86.30,69.727,0.808,60.00,1.37%
1368,4901990328609,マルちゃん　山菜乱切りそば　７９ｇ,111203,カップ麺,4901990,東洋水産,2012年09月22日,79,2023年08月,27,大阪,4984,28,178.00,63.792,0.358,28.00,1.59%
1368,4901990328609,マルちゃん　山菜乱切りそば　７９ｇ,111203,カップ麺,4901990,東洋水産,2012年09月22日,79,2023年09月,27,大阪,1602,9,178.00,21.789,0.122,9.00,1.59%
1368,4901990328609,マルちゃん　山菜乱切りそば　７９ｇ,111203,カップ麺,4901990,東洋水産,2012年09月22日,79,2023年10月,27,大阪,1958,11,178.00,25.199,0.142,11.00,1.59%
1369,4901071247829,もったいないをおいしいになにわの潮ラーメン醤油６０,111203,カップ麺,4901071,エースコック,2022年10月15日,60,2023年01月,27,大阪,8101,67,120.91,19.990,0.165,9.57,11.11%
1369,4901071247829,もったいないをおいしいになにわの潮ラーメン醤油６０,111203,カップ麺,4901071,エースコック,2022年10月15日,60,2023年02月,27,大阪,128,1,128.00,5.296,0.041,1.00,1.59%
1369,4901071247829,もったいないをおいしいになにわの潮ラーメン醤油６０,111203,カップ麺,4901071,エースコック,2022年10月15日,60,2023年03月,27,大阪,256,2,128.00,9.450,0.074,2.00,1.59%
1370,4901870174784,ＣＧＣ　旨味の一杯　シーフード　ケース　７１ｇ×２０,111203,カップ麺,4901870,シジシージャパン,2021年09月05日,1420,2023年01月,13,東京,1495,1,1495.00,22.505,0.015,1.00,1.37%
1370,4901870174784,ＣＧＣ　旨味の一杯　シーフード　ケース　７１ｇ×２０,111203,カップ麺,4901870,シジシージャパン,2021年09月05日,1420,2023年02月,13,東京,1740,1,1740.00,28.439,0.016,1.00,1.37%
1370,4901870174784,ＣＧＣ　旨味の一杯　シーフード　ケース　７１ｇ×２０,111203,カップ麺,4901870,シジシージャパン,2021年09月05日,1420,2023年03月,13,東京,1745,1,1745.00,26.575,0.015,1.00,1.37%
1370,4901870174784,ＣＧＣ　旨味の一杯　シーフード　ケース　７１ｇ×２０,111203,カップ麺,4901870,シジシージャパン,2021年09月05日,1420,2023年04月,13,東京,1745,1,1745.00,26.262,0.015,1.00,1.37%
1370,4901870174784,ＣＧＣ　旨味の一杯　シーフード　ケース　７１ｇ×２０,111203,カップ麺,4901870,シジシージャパン,2021年09月05日,1420,2023年10月,13,東京,1745,1,1745.00,25.428,0.015,1.00,1.37%
1371,4973288734966,麺のスナオシ　札幌味噌ラーメン　１２個,111203,カップ麺,4973288,麺のスナオシ,2022年03月22日,12,2023年06月,13,東京,4224,4,1056.00,18.617,0.018,2.00,2.74%
1371,4973288734966,麺のスナオシ　札幌味噌ラーメン　１２個,111203,カップ麺,4973288,麺のスナオシ,2022年03月22日,12,2023年07月,13,東京,2112,2,1056.00,22.189,0.021,2.00,1.37%
1371,4973288734966,麺のスナオシ　札幌味噌ラーメン　１２個,111203,カップ麺,4973288,麺のスナオシ,2022年03月22日,12,2023年09月,13,東京,1056,1,1056.00,11.497,0.011,1.00,1.37%
1371,4973288734966,麺のスナオシ　札幌味噌ラーメン　１２個,111203,カップ麺,4973288,麺のスナオシ,2022年03月22日,12,2023年10月,13,東京,1056,1,1056.00,12.539,0.012,1.00,1.37%
1372,4902881453134,明星食品　一平ちゃん　豚旨油そば　１１５ｇ×１２,111203,カップ麺,4902881,明星食品,2022年04月09日,1380,2023年04月,13,東京,1188,1,1188.00,15.015,0.013,1.00,1.37%
1372,4902881453134,明星食品　一平ちゃん　豚旨油そば　１１５ｇ×１２,111203,カップ麺,4902881,明星食品,2022年04月09日,1380,2023年05月,13,東京,1188,1,1188.00,14.857,0.013,1.00,1.37%
1372,4902881453134,明星食品　一平ちゃん　豚旨油そば　１１５ｇ×１２,111203,カップ麺,4902881,明星食品,2022年04月09日,1380,2023年06月,13,東京,2400,2,1200.00,24.652,0.021,2.00,1.37%
1372,4902881453134,明星食品　一平ちゃん　豚旨油そば　１１５ｇ×１２,111203,カップ麺,4902881,明星食品,2022年04月09日,1380,2023年07月,13,東京,1200,1,1200.00,14.584,0.012,1.00,1.37%
1372,4902881453134,明星食品　一平ちゃん　豚旨油そば　１１５ｇ×１２,111203,カップ麺,4902881,明星食品,2022年04月09日,1380,2023年08月,13,東京,2400,2,1200.00,29.813,0.025,2.00,1.37%
1373,4901990372831,マルちゃんきら星×ゆうちゃん鬼旨スタミナ豚骨１００,111203,カップ麺,4901990,東洋水産,2022年10月22日,100,2023年01月,13,東京,8300,83,100.00,106.319,1.063,83.00,1.37%
1374,4902220093977,ＣＯＯＰ　ごぼう天そば　１２Ｐ,111203,カップ麺,4902220,日本生活協同組合連合会,2020年01月07日,12,2023年02月,13,東京,8283,9,920.33,32.039,0.035,2.25,5.48%
1375,4901071247867,でびっと監修　鶏こく醤油ラーメン　６６ｇ,111203,カップ麺,4901071,エースコック,2022年10月28日,66,2023年01月,13,東京,8280,60,138.00,77.801,0.564,60.00,1.37%
1376,4901734025399,サッポロ一番　旅麺　札幌味噌ラーメン　９９ｇ×１２,111203,カップ麺,4901734,サンヨー食品,2015年12月18日,1188,2023年01月,13,東京,1176,1,1176.00,13.879,0.012,1.00,1.37%
1376,4901734025399,サッポロ一番　旅麺　札幌味噌ラーメン　９９ｇ×１２,111203,カップ麺,4901734,サンヨー食品,2015年12月18日,1188,2023年03月,13,東京,2352,2,1176.00,15.421,0.013,1.00,2.74%
1376,4901734025399,サッポロ一番　旅麺　札幌味噌ラーメン　９９ｇ×１２,111203,カップ麺,4901734,サンヨー食品,2015年12月18日,1188,2023年05月,13,東京,1176,1,1176.00,14.735,0.013,1.00,1.37%
1376,4901734025399,サッポロ一番　旅麺　札幌味噌ラーメン　９９ｇ×１２,111203,カップ麺,4901734,サンヨー食品,2015年12月18日,1188,2023年06月,13,東京,1176,1,1176.00,15.334,0.013,1.00,1.37%
1376,4901734025399,サッポロ一番　旅麺　札幌味噌ラーメン　９９ｇ×１２,111203,カップ麺,4901734,サンヨー食品,2015年12月18日,1188,2023年07月,13,東京,1176,1,1176.00,12.355,0.011,1.00,1.37%
1376,4901734025399,サッポロ一番　旅麺　札幌味噌ラーメン　９９ｇ×１２,111203,カップ麺,4901734,サンヨー食品,2015年12月18日,1188,2023年11月,13,東京,1176,1,1176.00,15.196,0.013,1.00,1.37%
1377,4901990366786,東洋水産　ＱＴＴＡトマトクリーム味　８４ｇ×１２,111203,カップ麺,4901990,東洋水産,2020年09月16日,1008,2023年01月,13,東京,1056,1,1056.00,13.527,0.013,1.00,1.37%
