No,商品コード,商品名称,細分類コード,細分類名称,メーカーコード,メーカー名称,出現日,容量,年月,地区コード,地区名称,金額,数量,平均価格,金額／販売店千人,数量／販売店千人,数量／店,販売店率
51,4902105262597,日清　日清麺職人　柚子しお　７６ｇ,111203,カップ麺,4902105,日清食品,2020年03月04日,76,2023年03月,13,東京,411727,3804,108.24,207.441,1.917,140.89,36.99%
51,4902105262597,日清　日清麺職人　柚子しお　７６ｇ,111203,カップ麺,4902105,日清食品,2020年03月04日,76,2023年03月,27,大阪,525919,5141,102.30,233.415,2.282,131.82,61.90%
51,4902105262597,日清　日清麺職人　柚子しお　７６ｇ,111203,カップ麺,4902105,日清食品,2020年03月04日,76,2023年04月,13,東京,256168,2379,107.68,126.512,1.175,84.96,38.36%
51,4902105262597,日清　日清麺職人　柚子しお　７６ｇ,111203,カップ麺,4902105,日清食品,2020年03月04日,76,2023年04月,27,大阪,355299,3447,103.07,164.063,1.592,90.71,60.32%
51,4902105262597,日清　日清麺職人　柚子しお　７６ｇ,111203,カップ麺,4902105,日清食品,2020年03月04日,76,2023年05月,13,東京,178145,1557,114.42,85.604,0.748,55.61,38.36%
51,4902105262597,日清　日清麺職人　柚子しお　７６ｇ,111203,カップ麺,4902105,日清食品,2020年03月04日,76,2023年05月,27,大阪,331757,3201,103.64,145.204,1.401,82.08,61.90%
51,4902105262597,日清　日清麺職人　柚子しお　７６ｇ,111203,カップ麺,4902105,日清食品,2020年03月04日,76,2023年06月,13,東京,323082,2958,109.22,163.957,1.501,105.64,38.36%
51,4902105262597,日清　日清麺職人　柚子しお　７６ｇ,111203,カップ麺,4902105,日清食品,2020年03月04日,76,2023年06月,27,大阪,467054,4519,103.35,160.593,1.554,102.70,69.84%
51,4902105262597,日清　日清麺職人　柚子しお　７６ｇ,111203,カップ麺,4902105,日清食品,2020年03月04日,76,2023年07月,13,東京,214424,1925,111.39,89.554,0.804,62.10,42.47%
51,4902105262597,日清　日清麺職人　柚子しお　７６ｇ,111203,カップ麺,4902105,日清食品,2020年03月04日,76,2023年07月,27,大阪,385009,3630,106.06,124.412,1.173,78.91,73.02%
51,4902105262597,日清　日清麺職人　柚子しお　７６ｇ,111203,カップ麺,4902105,日清食品,2020年03月04日,76,2023年08月,13,東京,100089,735,136.18,48.763,0.358,26.25,38.36%
51,4902105262597,日清　日清麺職人　柚子しお　７６ｇ,111203,カップ麺,4902105,日清食品,2020年03月04日,76,2023年08月,27,大阪,204293,1743,117.21,70.821,0.604,39.61,69.84%
51,4902105262597,日清　日清麺職人　柚子しお　７６ｇ,111203,カップ麺,4902105,日清食品,2020年03月04日,76,2023年09月,13,東京,175633,1413,124.30,80.805,0.650,45.58,42.47%
51,4902105262597,日清　日清麺職人　柚子しお　７６ｇ,111203,カップ麺,4902105,日清食品,2020年03月04日,76,2023年09月,27,大阪,139810,1158,120.73,68.862,0.570,34.06,53.97%
51,4902105262597,日清　日清麺職人　柚子しお　７６ｇ,111203,カップ麺,4902105,日清食品,2020年03月04日,76,2023年10月,13,東京,261358,2372,110.18,113.706,1.032,76.52,42.47%
51,4902105262597,日清　日清麺職人　柚子しお　７６ｇ,111203,カップ麺,4902105,日清食品,2020年03月04日,76,2023年10月,27,大阪,190644,1586,120.20,89.885,0.748,46.65,53.97%
51,4902105262597,日清　日清麺職人　柚子しお　７６ｇ,111203,カップ麺,4902105,日清食品,2020年03月04日,76,2023年11月,13,東京,205674,1765,116.53,98.117,0.842,58.83,41.10%
51,4902105262597,日清　日清麺職人　柚子しお　７６ｇ,111203,カップ麺,4902105,日清食品,2020年03月04日,76,2023年11月,27,大阪,222682,1898,117.32,118.479,1.010,65.45,46.03%
51,4902105262597,日清　日清麺職人　柚子しお　７６ｇ,111203,カップ麺,4902105,日清食品,2020年03月04日,76,2023年12月,13,東京,147853,1148,128.79,65.003,0.505,38.27,41.10%
51,4902105262597,日清　日清麺職人　柚子しお　７６ｇ,111203,カップ麺,4902105,日清食品,2020年03月04日,76,2023年12月,27,大阪,268290,2455,109.28,114.515,1.048,62.95,61.90%
52,49698510,日清のどん兵衛　きつねうどんミニ　西　４２ｇ,111203,カップ麺,4902105,日清食品,2002年04月01日,42,2023年01月,27,大阪,533665,4593,116.19,155.282,1.336,72.90,100.00%
52,49698510,日清のどん兵衛　きつねうどんミニ　西　４２ｇ,111203,カップ麺,4902105,日清食品,2002年04月01日,42,2023年02月,27,大阪,490125,4214,116.31,146.108,1.256,66.89,100.00%
52,49698510,日清のどん兵衛　きつねうどんミニ　西　４２ｇ,111203,カップ麺,4902105,日清食品,2002年04月01日,42,2023年03月,27,大阪,491668,4206,116.90,134.626,1.152,66.76,100.00%
52,49698510,日清のどん兵衛　きつねうどんミニ　西　４２ｇ,111203,カップ麺,4902105,日清食品,2002年04月01日,42,2023年04月,27,大阪,466045,3985,116.95,130.366,1.115,63.25,100.00%
52,49698510,日清のどん兵衛　きつねうどんミニ　西　４２ｇ,111203,カップ麺,4902105,日清食品,2002年04月01日,42,2023年05月,27,大阪,451006,3906,115.46,121.265,1.050,62.00,100.00%
52,49698510,日清のどん兵衛　きつねうどんミニ　西　４２ｇ,111203,カップ麺,4902105,日清食品,2002年04月01日,42,2023年06月,27,大阪,432064,3343,129.24,120.564,0.933,53.06,100.00%
52,49698510,日清のどん兵衛　きつねうどんミニ　西　４２ｇ,111203,カップ麺,4902105,日清食品,2002年04月01日,42,2023年07月,27,大阪,395637,3006,131.62,105.360,0.801,47.71,100.00%
52,49698510,日清のどん兵衛　きつねうどんミニ　西　４２ｇ,111203,カップ麺,4902105,日清食品,2002年04月01日,42,2023年08月,27,大阪,663104,5726,115.81,180.110,1.555,90.89,100.00%
52,49698510,日清のどん兵衛　きつねうどんミニ　西　４２ｇ,111203,カップ麺,4902105,日清食品,2002年04月01日,42,2023年09月,27,大阪,593493,5045,117.64,165.491,1.407,80.08,100.00%
52,49698510,日清のどん兵衛　きつねうどんミニ　西　４２ｇ,111203,カップ麺,4902105,日清食品,2002年04月01日,42,2023年10月,27,大阪,646859,5262,122.93,173.058,1.408,83.52,100.00%
52,49698510,日清のどん兵衛　きつねうどんミニ　西　４２ｇ,111203,カップ麺,4902105,日清食品,2002年04月01日,42,2023年11月,27,大阪,667137,5634,118.41,190.252,1.607,89.43,100.00%
52,49698510,日清のどん兵衛　きつねうどんミニ　西　４２ｇ,111203,カップ麺,4902105,日清食品,2002年04月01日,42,2023年12月,27,大阪,703391,5769,121.93,184.301,1.512,91.57,100.00%
53,4902105271278,日清　カップヌードル　味噌　８２ｇ,111203,カップ麺,4902105,日清食品,2022年03月03日,82,2023年01月,13,東京,262865,1590,165.32,78.969,0.478,32.45,67.12%
53,4902105271278,日清　カップヌードル　味噌　８２ｇ,111203,カップ麺,4902105,日清食品,2022年03月03日,82,2023年01月,27,大阪,321002,2090,153.59,105.656,0.688,45.43,73.02%
53,4902105271278,日清　カップヌードル　味噌　８２ｇ,111203,カップ麺,4902105,日清食品,2022年03月03日,82,2023年02月,13,東京,214977,1299,165.49,65.843,0.398,26.51,67.12%
53,4902105271278,日清　カップヌードル　味噌　８２ｇ,111203,カップ麺,4902105,日清食品,2022年03月03日,82,2023年02月,27,大阪,317880,2179,145.88,104.668,0.717,44.47,77.78%
53,4902105271278,日清　カップヌードル　味噌　８２ｇ,111203,カップ麺,4902105,日清食品,2022年03月03日,82,2023年03月,13,東京,280091,1777,157.62,78.986,0.501,37.02,65.75%
53,4902105271278,日清　カップヌードル　味噌　８２ｇ,111203,カップ麺,4902105,日清食品,2022年03月03日,82,2023年03月,27,大阪,322430,2205,146.23,97.459,0.666,45.00,77.78%
53,4902105271278,日清　カップヌードル　味噌　８２ｇ,111203,カップ麺,4902105,日清食品,2022年03月03日,82,2023年04月,13,東京,259723,1643,158.08,73.036,0.462,34.23,65.75%
53,4902105271278,日清　カップヌードル　味噌　８２ｇ,111203,カップ麺,4902105,日清食品,2022年03月03日,82,2023年04月,27,大阪,301081,2029,148.39,94.204,0.635,42.27,76.19%
53,4902105271278,日清　カップヌードル　味噌　８２ｇ,111203,カップ麺,4902105,日清食品,2022年03月03日,82,2023年05月,13,東京,282934,1793,157.80,79.139,0.502,38.98,63.01%
53,4902105271278,日清　カップヌードル　味噌　８２ｇ,111203,カップ麺,4902105,日清食品,2022年03月03日,82,2023年05月,27,大阪,302354,1985,152.32,89.869,0.590,40.51,77.78%
53,4902105271278,日清　カップヌードル　味噌　８２ｇ,111203,カップ麺,4902105,日清食品,2022年03月03日,82,2023年06月,13,東京,244107,1423,171.54,70.013,0.408,30.93,63.01%
53,4902105271278,日清　カップヌードル　味噌　８２ｇ,111203,カップ麺,4902105,日清食品,2022年03月03日,82,2023年06月,27,大阪,270859,1720,157.48,86.321,0.548,36.60,74.60%
53,4902105271278,日清　カップヌードル　味噌　８２ｇ,111203,カップ麺,4902105,日清食品,2022年03月03日,82,2023年07月,13,東京,242874,1388,174.98,66.231,0.379,30.17,63.01%
53,4902105271278,日清　カップヌードル　味噌　８２ｇ,111203,カップ麺,4902105,日清食品,2022年03月03日,82,2023年07月,27,大阪,292764,1835,159.54,90.837,0.569,40.78,71.43%
53,4902105271278,日清　カップヌードル　味噌　８２ｇ,111203,カップ麺,4902105,日清食品,2022年03月03日,82,2023年08月,13,東京,244352,1326,184.28,69.014,0.375,28.83,63.01%
53,4902105271278,日清　カップヌードル　味噌　８２ｇ,111203,カップ麺,4902105,日清食品,2022年03月03日,82,2023年08月,27,大阪,291160,1676,173.72,92.891,0.535,38.09,69.84%
53,4902105271278,日清　カップヌードル　味噌　８２ｇ,111203,カップ麺,4902105,日清食品,2022年03月03日,82,2023年09月,13,東京,329779,2058,160.24,94.006,0.587,44.74,63.01%
53,4902105271278,日清　カップヌードル　味噌　８２ｇ,111203,カップ麺,4902105,日清食品,2022年03月03日,82,2023年09月,27,大阪,314974,2023,155.70,106.369,0.683,43.98,73.02%
53,4902105271278,日清　カップヌードル　味噌　８２ｇ,111203,カップ麺,4902105,日清食品,2022年03月03日,82,2023年10月,13,東京,262029,1541,170.04,86.574,0.509,40.55,52.05%
53,4902105271278,日清　カップヌードル　味噌　８２ｇ,111203,カップ麺,4902105,日清食品,2022年03月03日,82,2023年10月,27,大阪,193190,1140,169.46,69.749,0.412,26.51,68.25%
53,4902105271278,日清　カップヌードル　味噌　８２ｇ,111203,カップ麺,4902105,日清食品,2022年03月03日,82,2023年11月,13,東京,274788,1709,160.79,99.854,0.621,44.97,52.05%
53,4902105271278,日清　カップヌードル　味噌　８２ｇ,111203,カップ麺,4902105,日清食品,2022年03月03日,82,2023年11月,27,大阪,199465,1197,166.64,88.487,0.531,31.50,60.32%
53,4902105271278,日清　カップヌードル　味噌　８２ｇ,111203,カップ麺,4902105,日清食品,2022年03月03日,82,2023年12月,13,東京,257115,1552,165.67,83.504,0.504,40.84,52.05%
53,4902105271278,日清　カップヌードル　味噌　８２ｇ,111203,カップ麺,4902105,日清食品,2022年03月03日,82,2023年12月,27,大阪,219885,1342,163.85,93.031,0.568,36.27,58.73%
54,4902105266281,日清　カップヌードル　欧風チーズカレー　８５ｇ,111203,カップ麺,4902105,日清食品,2021年02月26日,85,2023年01月,13,東京,279725,1787,156.53,100.491,0.642,45.82,53.42%
54,4902105266281,日清　カップヌードル　欧風チーズカレー　８５ｇ,111203,カップ麺,4902105,日清食品,2021年02月26日,85,2023年01月,27,大阪,378111,2585,146.27,152.018,1.039,73.86,55.56%
54,4902105266281,日清　カップヌードル　欧風チーズカレー　８５ｇ,111203,カップ麺,4902105,日清食品,2021年02月26日,85,2023年02月,13,東京,231684,1432,161.79,84.764,0.524,34.93,56.16%
54,4902105266281,日清　カップヌードル　欧風チーズカレー　８５ｇ,111203,カップ麺,4902105,日清食品,2021年02月26日,85,2023年02月,27,大阪,215115,1413,152.24,84.781,0.557,36.23,61.90%
54,4902105266281,日清　カップヌードル　欧風チーズカレー　８５ｇ,111203,カップ麺,4902105,日清食品,2021年02月26日,85,2023年03月,13,東京,277003,1775,156.06,90.149,0.578,42.26,57.53%
54,4902105266281,日清　カップヌードル　欧風チーズカレー　８５ｇ,111203,カップ麺,4902105,日清食品,2021年02月26日,85,2023年03月,27,大阪,351147,2414,145.46,127.248,0.875,61.90,61.90%
54,4902105266281,日清　カップヌードル　欧風チーズカレー　８５ｇ,111203,カップ麺,4902105,日清食品,2021年02月26日,85,2023年04月,13,東京,171674,1077,159.40,77.069,0.483,37.14,39.73%
54,4902105266281,日清　カップヌードル　欧風チーズカレー　８５ｇ,111203,カップ麺,4902105,日清食品,2021年02月26日,85,2023年04月,27,大阪,333652,2268,147.11,124.605,0.847,59.68,60.32%
54,4902105266281,日清　カップヌードル　欧風チーズカレー　８５ｇ,111203,カップ麺,4902105,日清食品,2021年02月26日,85,2023年05月,13,東京,170350,1048,162.55,82.337,0.507,40.31,35.62%
54,4902105266281,日清　カップヌードル　欧風チーズカレー　８５ｇ,111203,カップ麺,4902105,日清食品,2021年02月26日,85,2023年05月,27,大阪,308591,2109,146.32,111.026,0.759,55.50,60.32%
54,4902105266281,日清　カップヌードル　欧風チーズカレー　８５ｇ,111203,カップ麺,4902105,日清食品,2021年02月26日,85,2023年06月,13,東京,152867,859,177.96,77.787,0.437,34.36,34.25%
54,4902105266281,日清　カップヌードル　欧風チーズカレー　８５ｇ,111203,カップ麺,4902105,日清食品,2021年02月26日,85,2023年06月,27,大阪,177826,991,179.44,68.259,0.380,27.53,57.14%
54,4902105266281,日清　カップヌードル　欧風チーズカレー　８５ｇ,111203,カップ麺,4902105,日清食品,2021年02月26日,85,2023年07月,13,東京,176672,1005,175.79,84.611,0.481,40.20,34.25%
54,4902105266281,日清　カップヌードル　欧風チーズカレー　８５ｇ,111203,カップ麺,4902105,日清食品,2021年02月26日,85,2023年07月,27,大阪,179862,981,183.35,66.984,0.365,28.85,53.97%
54,4902105266281,日清　カップヌードル　欧風チーズカレー　８５ｇ,111203,カップ麺,4902105,日清食品,2021年02月26日,85,2023年08月,13,東京,181965,1029,176.84,89.617,0.507,41.16,34.25%
54,4902105266281,日清　カップヌードル　欧風チーズカレー　８５ｇ,111203,カップ麺,4902105,日清食品,2021年02月26日,85,2023年08月,27,大阪,234797,1278,183.72,90.175,0.491,38.73,52.38%
54,4902105266281,日清　カップヌードル　欧風チーズカレー　８５ｇ,111203,カップ麺,4902105,日清食品,2021年02月26日,85,2023年09月,13,東京,290078,1794,161.69,101.330,0.627,48.49,50.68%
54,4902105266281,日清　カップヌードル　欧風チーズカレー　８５ｇ,111203,カップ麺,4902105,日清食品,2021年02月26日,85,2023年09月,27,大阪,306547,1905,160.92,116.076,0.721,51.49,58.73%
54,4902105266281,日清　カップヌードル　欧風チーズカレー　８５ｇ,111203,カップ麺,4902105,日清食品,2021年02月26日,85,2023年10月,13,東京,349233,2042,171.02,117.437,0.687,55.19,50.68%
54,4902105266281,日清　カップヌードル　欧風チーズカレー　８５ｇ,111203,カップ麺,4902105,日清食品,2021年02月26日,85,2023年10月,27,大阪,220337,1235,178.41,78.923,0.442,32.50,60.32%
54,4902105266281,日清　カップヌードル　欧風チーズカレー　８５ｇ,111203,カップ麺,4902105,日清食品,2021年02月26日,85,2023年11月,13,東京,294453,1692,174.03,104.513,0.601,45.73,50.68%
54,4902105266281,日清　カップヌードル　欧風チーズカレー　８５ｇ,111203,カップ麺,4902105,日清食品,2021年02月26日,85,2023年11月,27,大阪,233985,1346,173.84,89.787,0.516,35.42,60.32%
54,4902105266281,日清　カップヌードル　欧風チーズカレー　８５ｇ,111203,カップ麺,4902105,日清食品,2021年02月26日,85,2023年12月,13,東京,335017,1981,169.12,107.748,0.637,53.54,50.68%
54,4902105266281,日清　カップヌードル　欧風チーズカレー　８５ｇ,111203,カップ麺,4902105,日清食品,2021年02月26日,85,2023年12月,27,大阪,287883,1687,170.65,99.687,0.584,43.26,61.90%
55,4901734049975,サッポロ一番　カップスター　醤油　７１ｇ,111203,カップ麺,4901734,サンヨー食品,2023年05月23日,71,2023年05月,13,東京,30931,288,107.40,67.671,0.630,26.18,15.07%
55,4901734049975,サッポロ一番　カップスター　醤油　７１ｇ,111203,カップ麺,4901734,サンヨー食品,2023年05月23日,71,2023年06月,13,東京,524820,4519,116.14,135.070,1.163,83.69,73.97%
55,4901734049975,サッポロ一番　カップスター　醤油　７１ｇ,111203,カップ麺,4901734,サンヨー食品,2023年05月23日,71,2023年06月,27,大阪,226919,2149,105.59,129.944,1.231,82.65,41.27%
55,4901734049975,サッポロ一番　カップスター　醤油　７１ｇ,111203,カップ麺,4901734,サンヨー食品,2023年05月23日,71,2023年07月,13,東京,917363,8228,111.49,213.062,1.911,144.35,78.08%
55,4901734049975,サッポロ一番　カップスター　醤油　７１ｇ,111203,カップ麺,4901734,サンヨー食品,2023年05月23日,71,2023年07月,27,大阪,130825,1271,102.93,91.712,0.891,57.77,34.92%
55,4901734049975,サッポロ一番　カップスター　醤油　７１ｇ,111203,カップ麺,4901734,サンヨー食品,2023年05月23日,71,2023年08月,13,東京,475245,3996,118.93,118.144,0.993,72.65,75.34%
55,4901734049975,サッポロ一番　カップスター　醤油　７１ｇ,111203,カップ麺,4901734,サンヨー食品,2023年05月23日,71,2023年08月,27,大阪,353117,3380,104.47,162.751,1.558,105.63,50.79%
55,4901734049975,サッポロ一番　カップスター　醤油　７１ｇ,111203,カップ麺,4901734,サンヨー食品,2023年05月23日,71,2023年09月,13,東京,468672,4012,116.82,117.231,1.004,72.95,75.34%
55,4901734049975,サッポロ一番　カップスター　醤油　７１ｇ,111203,カップ麺,4901734,サンヨー食品,2023年05月23日,71,2023年09月,27,大阪,206423,1981,104.20,103.340,0.992,66.03,47.62%
55,4901734049975,サッポロ一番　カップスター　醤油　７１ｇ,111203,カップ麺,4901734,サンヨー食品,2023年05月23日,71,2023年10月,13,東京,735631,6390,115.12,173.588,1.508,114.11,76.71%
55,4901734049975,サッポロ一番　カップスター　醤油　７１ｇ,111203,カップ麺,4901734,サンヨー食品,2023年05月23日,71,2023年10月,27,大阪,507743,4920,103.20,228.361,2.213,140.57,55.56%
55,4901734049975,サッポロ一番　カップスター　醤油　７１ｇ,111203,カップ麺,4901734,サンヨー食品,2023年05月23日,71,2023年11月,13,東京,548986,4910,111.81,143.014,1.279,90.93,73.97%
55,4901734049975,サッポロ一番　カップスター　醤油　７１ｇ,111203,カップ麺,4901734,サンヨー食品,2023年05月23日,71,2023年11月,27,大阪,285480,2665,107.12,143.447,1.339,85.97,49.21%
55,4901734049975,サッポロ一番　カップスター　醤油　７１ｇ,111203,カップ麺,4901734,サンヨー食品,2023年05月23日,71,2023年12月,13,東京,448893,3775,118.91,103.705,0.872,68.64,75.34%
55,4901734049975,サッポロ一番　カップスター　醤油　７１ｇ,111203,カップ麺,4901734,サンヨー食品,2023年05月23日,71,2023年12月,27,大阪,232710,2195,106.02,116.830,1.102,73.17,47.62%
56,4902105262603,日清　日清麺職人　担々麺　１００ｇ,111203,カップ麺,4902105,日清食品,2020年03月04日,100,2023年01月,13,東京,158456,1471,107.72,112.153,1.041,66.86,30.14%
56,4902105262603,日清　日清麺職人　担々麺　１００ｇ,111203,カップ麺,4902105,日清食品,2020年03月04日,100,2023年01月,27,大阪,830538,7988,103.97,283.499,2.727,166.42,76.19%
56,4902105262603,日清　日清麺職人　担々麺　１００ｇ,111203,カップ麺,4902105,日清食品,2020年03月04日,100,2023年02月,13,東京,121424,1026,118.35,77.557,0.655,41.04,34.25%
56,4902105262603,日清　日清麺職人　担々麺　１００ｇ,111203,カップ麺,4902105,日清食品,2020年03月04日,100,2023年02月,27,大阪,382820,3642,105.11,148.569,1.413,88.83,65.08%
56,4902105262603,日清　日清麺職人　担々麺　１００ｇ,111203,カップ麺,4902105,日清食品,2020年03月04日,100,2023年03月,13,東京,363151,3328,109.12,224.337,2.056,144.70,31.51%
56,4902105262603,日清　日清麺職人　担々麺　１００ｇ,111203,カップ麺,4902105,日清食品,2020年03月04日,100,2023年03月,27,大阪,457331,4374,104.56,154.438,1.477,95.09,73.02%
56,4902105262603,日清　日清麺職人　担々麺　１００ｇ,111203,カップ麺,4902105,日清食品,2020年03月04日,100,2023年04月,13,東京,93601,719,130.18,57.986,0.445,29.96,32.88%
56,4902105262603,日清　日清麺職人　担々麺　１００ｇ,111203,カップ麺,4902105,日清食品,2020年03月04日,100,2023年04月,27,大阪,290388,2743,105.87,102.364,0.967,60.96,71.43%
56,4902105262603,日清　日清麺職人　担々麺　１００ｇ,111203,カップ麺,4902105,日清食品,2020年03月04日,100,2023年05月,13,東京,154820,1328,116.58,99.600,0.854,60.36,30.14%
56,4902105262603,日清　日清麺職人　担々麺　１００ｇ,111203,カップ麺,4902105,日清食品,2020年03月04日,100,2023年05月,27,大阪,275221,2631,104.61,102.725,0.982,62.64,66.67%
56,4902105262603,日清　日清麺職人　担々麺　１００ｇ,111203,カップ麺,4902105,日清食品,2020年03月04日,100,2023年06月,13,東京,203819,1652,123.38,135.300,1.097,75.09,30.14%
56,4902105262603,日清　日清麺職人　担々麺　１００ｇ,111203,カップ麺,4902105,日清食品,2020年03月04日,100,2023年06月,27,大阪,456419,4395,103.85,148.868,1.433,93.51,74.60%
56,4902105262603,日清　日清麺職人　担々麺　１００ｇ,111203,カップ麺,4902105,日清食品,2020年03月04日,100,2023年07月,13,東京,154338,1287,119.92,97.760,0.815,58.50,30.14%
56,4902105262603,日清　日清麺職人　担々麺　１００ｇ,111203,カップ麺,4902105,日清食品,2020年03月04日,100,2023年07月,27,大阪,374579,3533,106.02,121.901,1.150,76.80,73.02%
56,4902105262603,日清　日清麺職人　担々麺　１００ｇ,111203,カップ麺,4902105,日清食品,2020年03月04日,100,2023年08月,13,東京,72191,481,150.09,51.423,0.343,24.05,27.40%
56,4902105262603,日清　日清麺職人　担々麺　１００ｇ,111203,カップ麺,4902105,日清食品,2020年03月04日,100,2023年08月,27,大阪,236468,2052,115.24,78.123,0.678,45.60,71.43%
56,4902105262603,日清　日清麺職人　担々麺　１００ｇ,111203,カップ麺,4902105,日清食品,2020年03月04日,100,2023年09月,13,東京,72487,505,143.54,49.474,0.345,22.95,30.14%
56,4902105262603,日清　日清麺職人　担々麺　１００ｇ,111203,カップ麺,4902105,日清食品,2020年03月04日,100,2023年09月,27,大阪,119680,981,122.00,63.257,0.519,30.66,50.79%
56,4902105262603,日清　日清麺職人　担々麺　１００ｇ,111203,カップ麺,4902105,日清食品,2020年03月04日,100,2023年10月,13,東京,231403,2128,108.74,151.375,1.392,96.73,30.14%
56,4902105262603,日清　日清麺職人　担々麺　１００ｇ,111203,カップ麺,4902105,日清食品,2020年03月04日,100,2023年10月,27,大阪,202245,1713,118.06,95.977,0.813,48.94,55.56%
56,4902105262603,日清　日清麺職人　担々麺　１００ｇ,111203,カップ麺,4902105,日清食品,2020年03月04日,100,2023年11月,13,東京,161027,1343,119.90,119.918,1.000,63.95,28.77%
56,4902105262603,日清　日清麺職人　担々麺　１００ｇ,111203,カップ麺,4902105,日清食品,2020年03月04日,100,2023年11月,27,大阪,236783,1999,118.45,121.540,1.026,68.93,46.03%
56,4902105262603,日清　日清麺職人　担々麺　１００ｇ,111203,カップ麺,4902105,日清食品,2020年03月04日,100,2023年12月,13,東京,111864,814,137.43,75.894,0.552,38.76,28.77%
56,4902105262603,日清　日清麺職人　担々麺　１００ｇ,111203,カップ麺,4902105,日清食品,2020年03月04日,100,2023年12月,27,大阪,298353,2705,110.30,142.468,1.292,77.29,55.56%
57,4901734043874,サッポロ一番　みそラーメン　どんぶり　７７ｇ,111203,カップ麺,4901734,サンヨー食品,2021年09月13日,77,2023年01月,13,東京,158651,1045,151.82,55.097,0.363,24.30,58.90%
57,4901734043874,サッポロ一番　みそラーメン　どんぶり　７７ｇ,111203,カップ麺,4901734,サンヨー食品,2021年09月13日,77,2023年01月,27,大阪,319524,2567,124.47,111.951,0.899,54.62,74.60%
57,4901734043874,サッポロ一番　みそラーメン　どんぶり　７７ｇ,111203,カップ麺,4901734,サンヨー食品,2021年09月13日,77,2023年02月,13,東京,364887,3254,112.13,121.545,1.084,70.74,63.01%
57,4901734043874,サッポロ一番　みそラーメン　どんぶり　７７ｇ,111203,カップ麺,4901734,サンヨー食品,2021年09月13日,77,2023年02月,27,大阪,563041,4637,121.42,202.283,1.666,98.66,74.60%
57,4901734043874,サッポロ一番　みそラーメン　どんぶり　７７ｇ,111203,カップ麺,4901734,サンヨー食品,2021年09月13日,77,2023年03月,13,東京,154672,1084,142.69,47.510,0.333,23.57,63.01%
57,4901734043874,サッポロ一番　みそラーメン　どんぶり　７７ｇ,111203,カップ麺,4901734,サンヨー食品,2021年09月13日,77,2023年03月,27,大阪,298437,2385,125.13,99.280,0.793,51.85,73.02%
57,4901734043874,サッポロ一番　みそラーメン　どんぶり　７７ｇ,111203,カップ麺,4901734,サンヨー食品,2021年09月13日,77,2023年04月,13,東京,262544,2153,121.94,73.850,0.606,43.94,67.12%
57,4901734043874,サッポロ一番　みそラーメン　どんぶり　７７ｇ,111203,カップ麺,4901734,サンヨー食品,2021年09月13日,77,2023年04月,27,大阪,169674,1208,140.46,56.377,0.401,25.17,76.19%
57,4901734043874,サッポロ一番　みそラーメン　どんぶり　７７ｇ,111203,カップ麺,4901734,サンヨー食品,2021年09月13日,77,2023年05月,13,東京,219865,1702,129.18,60.051,0.465,34.73,67.12%
57,4901734043874,サッポロ一番　みそラーメン　どんぶり　７７ｇ,111203,カップ麺,4901734,サンヨー食品,2021年09月13日,77,2023年05月,27,大阪,178402,1310,136.18,56.923,0.418,27.29,76.19%
57,4901734043874,サッポロ一番　みそラーメン　どんぶり　７７ｇ,111203,カップ麺,4901734,サンヨー食品,2021年09月13日,77,2023年06月,13,東京,119560,716,166.98,33.715,0.202,14.92,65.75%
57,4901734043874,サッポロ一番　みそラーメン　どんぶり　７７ｇ,111203,カップ麺,4901734,サンヨー食品,2021年09月13日,77,2023年06月,27,大阪,139230,872,159.67,46.364,0.290,18.55,74.60%
57,4901734043874,サッポロ一番　みそラーメン　どんぶり　７７ｇ,111203,カップ麺,4901734,サンヨー食品,2021年09月13日,77,2023年07月,13,東京,118709,743,159.77,35.031,0.219,16.51,61.64%
57,4901734043874,サッポロ一番　みそラーメン　どんぶり　７７ｇ,111203,カップ麺,4901734,サンヨー食品,2021年09月13日,77,2023年07月,27,大阪,134689,827,162.86,42.712,0.262,17.60,74.60%
57,4901734043874,サッポロ一番　みそラーメン　どんぶり　７７ｇ,111203,カップ麺,4901734,サンヨー食品,2021年09月13日,77,2023年08月,13,東京,142828,875,163.23,42.944,0.263,19.02,63.01%
57,4901734043874,サッポロ一番　みそラーメン　どんぶり　７７ｇ,111203,カップ麺,4901734,サンヨー食品,2021年09月13日,77,2023年08月,27,大阪,179229,1103,162.49,58.149,0.358,23.47,74.60%
57,4901734043874,サッポロ一番　みそラーメン　どんぶり　７７ｇ,111203,カップ麺,4901734,サンヨー食品,2021年09月13日,77,2023年09月,13,東京,171089,1197,142.93,51.692,0.362,26.02,63.01%
57,4901734043874,サッポロ一番　みそラーメン　どんぶり　７７ｇ,111203,カップ麺,4901734,サンヨー食品,2021年09月13日,77,2023年09月,27,大阪,193979,1342,144.54,64.627,0.447,28.55,74.60%
57,4901734043874,サッポロ一番　みそラーメン　どんぶり　７７ｇ,111203,カップ麺,4901734,サンヨー食品,2021年09月13日,77,2023年10月,13,東京,138447,881,157.15,54.065,0.344,25.91,46.58%
57,4901734043874,サッポロ一番　みそラーメン　どんぶり　７７ｇ,111203,カップ麺,4901734,サンヨー食品,2021年09月13日,77,2023年10月,27,大阪,534182,4095,130.45,170.523,1.307,87.13,74.60%
