Date,Close,High,Low,Open,Volume
2017/9/22,1634.673462,1659.199475,1632.337634,1653.165243,3906000
2017/9/25,1652.581543,1655.695901,1640.318594,1644.795529,3581000
2017/9/26,1649.466919,1660.951217,1643.432688,1653.165204,6819000
2017/9/27,1650.442505,1650.832631,1633.272657,1645.759797,3072000
2017/9/28,1665.661255,1666.0515,1641.662646,1654.734976,3359000
2017/9/29,1672.880005,1681.074563,1665.270636,1668.002235,4270500
2017/10/2,1674.050659,1681.464846,1664.490182,1677.56263,3716500
2017/10/3,1692.781372,1704.683203,1686.147676,1687.708539,4664000
2017/10/4,1701.561279,1708.975585,1691.025367,1703.317324,3410000
2017/10/5,1701.561279,1704.683124,1691.805739,1698.829799,3125000
2017/10/6,1732.974365,1733.949919,1709.75613,1710.341438,6050500
2017/10/9,1732.974365,1732.974365,1732.974365,1732.974365,0
2017/10/10,1754.631348,1754.82653,1734.144714,1736.486068,4370500
2017/10/11,1755.217041,1755.997532,1736.876694,1755.021978,4337000
2017/10/12,1801.848389,1807.50665,1775.508428,1775.508428,8604000
2017/10/13,1786.239502,1802.823921,1784.093331,1797.555905,5710000
2017/10/16,1785.06897,1798.726727,1781.55688,1789.556495,3838500
2017/10/17,1787.605225,1791.507441,1777.069193,1789.166087,3516500
2017/10/18,1776.679321,1796.190406,1772.582041,1787.215355,3454500
2017/10/19,1778.0448,1782.92257,1772.191475,1779.020354,2600000
2017/10/20,1781.361694,1782.337248,1762.631104,1763.996785,3528500
2017/10/23,1783.117676,1790.141617,1776.093615,1789.751372,3659000
2017/10/24,1792.873413,1794.434276,1781.752072,1783.312935,2983500
2017/10/25,1787.605225,1794.629166,1781.946964,1794.043857,2939000
2017/10/26,1785.06897,1789.94674,1779.020463,1783.70317,2518000
2017/10/27,1791.50769,1792.092999,1777.069441,1791.117445,3963000
2017/10/30,1819.603394,1830.529671,1780.191105,1788.1906,7994000
2017/10/31,1766.533325,1791.11724,1761.070127,1787.410087,6099000
2017/11/1,1785.459106,1787.995642,1763.021362,1777.654673,4230000
2017/11/2,1783.312744,1801.06778,1779.605591,1795.019392,2554500
2017/11/3,1783.312744,1783.312744,1783.312744,1783.312744,0
2017/11/6,1832.090454,1843.797102,1800.48248,1804.774941,6788500
2017/11/7,1828.383179,1836.577856,1820.383684,1831.505023,3502000
2017/11/8,1862.7229,1863.113146,1832.675788,1836.96825,5105000
2017/11/9,1879.307129,1903.305732,1853.747544,1873.06356,6853000
2017/11/10,1878.331665,1899.403607,1861.357002,1889.062759,3645000
2017/11/13,1870.136963,1880.087566,1862.722777,1866.820056,2733500
2017/11/14,1862.918091,1871.307832,1850.626133,1870.137215,3371000
2017/11/15,1830.724976,1868.381344,1821.359679,1855.309013,4291000
2017/11/16,1851.601563,1861.16204,1815.115818,1818.237662,3982000
2017/11/17,1861.161987,1866.234821,1847.894358,1863.113095,2756500
2017/11/20,1881.648682,1882.624236,1846.918863,1848.284662,2640500
2017/11/21,1876.966187,1889.258145,1873.454215,1881.648894,2776000
2017/11/22,1855.698853,1888.477564,1851.601573,1888.477564,2936000
2017/11/23,1855.698853,1855.698853,1855.698853,1855.698853,0
2017/11/24,1867.60083,1870.722556,1853.943072,1857.455043,1873000
2017/11/27,1864.869263,1875.79554,1861.162228,1872.088387,2211500
2017/11/28,1865.259399,1873.844323,1855.308795,1866.625199,2270500
2017/11/29,1882.038696,1882.038696,1865.064152,1873.063647,2716000
2017/11/30,1949.351929,1960.863513,1927.889741,1931.596894,13309000
2017/12/1,1966.717041,1970.619257,1942.523252,1953.059284,5006500
2017/12/4,1973.546021,1995.008212,1970.619358,1970.619358,3752500
