"Year","YClass","weight","members","workers","age","TC","Cereal","Food","Housing","Utility","Furniture","Cloths","HealthInsurance","TransportCom","Education","Culture","Oth"
2003,200,150,2.32,0.72,63.1,1380429,59108,482027,159902,168404,44720,37616,80445,139078,8105,95369,164762
2003,225,281,2.65,0.89,59.9,2456086,73504,677087,226272,205403,90344,81806,117428,357356,53565,227565,419261
2003,275,387,2.53,0.8,60.8,2402853,72230,705840,227760,210027,88896,91226,146328,254186,42859,206341,429389
2003,325,584,2.6,0.76,60.3,2504363,78314,741766,208213,213034,95655,101761,142926,248071,36300,238089,478548
2003,375,624,2.77,0.92,57.6,2797392,78308,791113,229525,223363,106731,112789,135220,332304,55203,266699,544447
2003,425,620,2.95,1.11,54.9,3005132,82443,819081,289962,227280,116174,122110,152037,347478,71110,313019,546881
2003,475,549,3.11,1.23,52.5,3121956,84626,843284,250007,235137,113299,130796,137398,388194,108996,336065,578781
2003,525,528,3.23,1.49,50.8,3212262,83197,845530,236865,235931,115896,152785,144533,429271,117084,316131,618237
2003,575,468,3.31,1.47,51.3,3388403,86620,912075,242713,246357,115807,150892,143249,403766,119455,360202,693887
2003,625,472,3.42,1.52,50.2,3553086,88428,917536,228484,255887,122614,163382,139022,484667,157689,379004,704800
2003,675,376,3.42,1.56,50.1,3780690,86998,942523,261412,255356,139817,194930,154616,493930,189790,403312,745005
2003,725,377,3.51,1.6,49.9,3947519,93438,988505,287203,259493,147193,202141,154719,495118,201060,429381,782706
2003,775,317,3.63,1.75,49.4,4098120,93231,1000877,197008,273584,140283,202088,140025,580469,239938,446439,877409
2003,850,552,3.55,1.76,51.3,4280044,98949,1050277,233263,275273,140318,225120,148966,539985,272742,459369,934729
2003,950,391,3.54,1.83,51.9,4539793,100007,1088434,206609,283263,149314,231040,148607,602000,255834,459747,1114945
2003,1125,595,3.66,1.94,52.5,5184112,100565,1171011,289803,293872,175475,288020,170227,696861,305759,555028,1238058
2003,1375,238,3.65,2.02,52.9,5639728,101574,1239380,254769,310514,185617,350647,192219,691878,310015,607974,1496714
2003,1500,238,3.67,2.2,56,6597767,113230,1408165,276746,353844,241019,478168,242553,655377,421507,827003,1693387
2004,200,150,2.4,0.79,62.4,1353582,64067,494040,128796,168329,46937,37442,77578,117153,9533,105342,168431
2004,225,285,2.73,0.95,58.9,2302960,74668,687134,243380,211724,80887,77597,112234,231174,56798,210593,391438
2004,275,420,2.6,0.74,61.3,2370750,77010,721995,199520,212275,84122,82530,119912,274366,33293,225384,417353
2004,325,597,2.57,0.74,61.3,2565016,80377,762976,202489,215890,97244,94856,132461,295974,36716,245461,480950
2004,375,622,2.82,0.95,58.4,2837728,80475,786107,235783,231372,113638,114814,138365,338142,50308,293490,535707
2004,425,603,2.85,1.08,56.2,2959121,79042,795588,268085,225188,97434,121654,136447,354543,59904,322041,578239
2004,475,555,3.06,1.28,53.1,3148125,83246,831761,248363,229716,108662,136122,131498,442312,85115,352443,582135
2004,525,529,3.28,1.4,51.5,3265661,86889,866942,223501,243152,114014,139576,137815,447427,109323,339597,644314
2004,575,478,3.2,1.45,50.1,3423406,83087,859882,272425,237922,115976,167379,138431,436607,138451,375428,680903
2004,625,472,3.39,1.51,49.3,3545427,88371,915033,260399,248753,118837,167862,141386,470917,157785,387436,677020
2004,675,384,3.41,1.65,51.8,3756543,89666,956527,231147,261257,126670,184017,144605,479078,195563,398905,778773
2004,725,370,3.45,1.66,49.6,3901493,92128,962161,215675,270018,124927,193857,161441,513455,223078,428982,807900
2004,775,309,3.55,1.6,51,4202557,93712,1026553,193213,268092,145410,198280,166632,587559,218288,454116,944414
2004,850,526,3.6,1.77,50.4,4527856,98436,1063202,272510,281623,156550,231802,162230,569944,279452,510322,1000221
2004,950,407,3.54,1.82,50.6,4897097,98193,1071642,237974,281836,145779,243879,154958,745390,332384,539150,1144104
2004,1125,586,3.66,1.87,52.2,5184896,101642,1185176,232054,310026,171125,290505,187351,654062,374104,563921,1216572
2004,1375,230,3.62,2.05,54.2,5627055,105083,1245680,160874,305971,213762,302133,180609,800131,301322,644250,1472324
2004,1500,217,3.74,2.18,54.7,6545597,110787,1408368,254142,340209,197769,433548,246326,871973,343457,778497,1671307
2005,200,189,2.36,0.76,64,1407206,56544,478376,135438,172809,52908,41176,73723,161773,9858,102811,178333
2005,225,299,2.55,0.95,62.3,2201985,68291,658595,195906,212364,87054,74413,116243,252654,28662,193750,382343
2005,275,444,2.6,0.78,61.6,2404324,71364,707239,183682,211654,83465,88101,150961,291351,43465,235168,409239
2005,325,608,2.68,0.81,60.5,2531563,70840,727429,188643,221902,88163,98910,143175,284681,45105,242891,490666
2005,375,644,2.66,0.9,60.1,2764629,69657,756023,255129,230101,102233,102989,156175,334044,49638,278037,500260
2005,425,635,2.87,1.12,56.1,2995942,75407,808361,268290,238561,102804,122361,143307,363096,61373,307882,579907
2005,475,556,2.99,1.28,55,3080674,78225,831274,233443,240824,112462,139180,150690,371936,89106,323698,588061
2005,525,553,3.2,1.46,52.4,3327270,80329,865970,262986,248703,116838,146029,138437,449265,107484,356515,635043
2005,575,495,3.36,1.48,52,3466538,81722,893084,206021,252403,123979,156883,144008,502666,137225,389049,661220
2005,625,460,3.42,1.59,50.8,3582454,85087,920987,226951,261793,123355,164848,154212,458877,174525,384413,712492
2005,675,386,3.37,1.6,51.6,3785791,83526,943366,243265,265107,131375,176501,176057,486330,172751,435752,755288
2005,725,382,3.57,1.67,50.4,3938878,82971,955919,268851,274757,125526,172450,154207,515358,217972,417401,836436
2005,775,300,3.44,1.68,51.5,4155936,84252,1006497,267753,281844,141106,211288,168635,538847,211000,452374,876591
2005,850,561,3.57,1.85,51,4424631,87306,1030551,206105,287799,145332,227656,167855,631815,229381,484064,1014074
2005,950,387,3.58,1.86,50.4,4871806,87540,1082396,252089,289017,167587,247944,171991,690185,296387,534239,1139971
2005,1125,555,3.69,2,53.3,5068041,97093,1160259,218420,310825,175021,276405,181432,670257,308280,542325,1224818
2005,1375,232,3.72,2.15,53.3,5753226,90588,1211166,261207,326625,195946,301069,223740,734299,328334,652689,1518151
2005,1500,208,3.67,2.2,56.3,6658842,99271,1336839,275730,349184,228921,466101,237704,811087,347212,794772,1811292
2006,200,219,2.45,0.72,63.2,1370820,54445,495285,118079,191905,43547,38887,66317,128678,8446,97357,182321
2006,225,314,2.6,0.96,61.5,2217831,66622,644643,195048,226284,74822,73134,115799,269024,26457,193459,399160
2006,275,449,2.55,0.76,61.6,2461948,65990,705553,203473,218751,90976,86417,130173,331860,33950,232940,427854
2006,325,638,2.65,0.83,61,2495926,69742,730248,187162,234927,89326,91604,138253,291984,50716,241737,439969
2006,375,672,2.71,0.84,59.3,2670780,69384,747385,220024,242166,96984,100003,146889,301200,47985,272331,495815
2006,425,672,2.93,1.1,56.3,2925252,74855,797460,240882,249557,98531,122718,141380,377234,74307,296838,526346
2006,475,564,3.02,1.28,54.7,3052548,75520,826376,236473,248489,101829,128510,140772,373343,88920,331967,575870
2006,525,531,3.13,1.39,53.2,3256976,72963,827452,255508,249883,114521,137115,145970,490894,97958,337955,599720
2006,575,437,3.25,1.53,52,3399686,77808,875298,247720,269553,114659,161137,171096,430480,116337,363395,650011
2006,625,458,3.28,1.59,52.1,3578364,81269,909216,222958,270338,122353,162478,154081,513401,145007,386632,691901
2006,675,375,3.46,1.65,51.1,3643630,80218,934739,172214,270718,130422,168254,148735,538403,161835,394041,724269
2006,725,350,3.5,1.69,51.6,3830476,84009,947625,213478,289492,131927,177165,151592,566257,183199,436539,733202
2006,775,282,3.54,1.82,51.1,4112229,82894,993532,187952,292113,128030,192803,168819,569634,205258,446377,927711
2006,850,506,3.54,1.79,51.4,4333863,87147,1021522,201131,293978,143524,208837,161006,565765,291314,488768,958018
2006,950,373,3.62,1.85,51.9,4703523,95546,1078966,264902,309352,166080,232647,175281,585833,307611,520675,1062176
2006,1125,548,3.63,1.95,52.6,5015208,92256,1121559,213423,311910,154275,262039,200893,640630,332847,551145,1226488
2006,1375,216,3.92,2.24,54.6,5783438,96490,1278691,188192,332436,217627,332171,174367,682907,351718,655413,1569918
2006,1500,251,3.69,2.24,55.9,6562303,91884,1361375,256713,362840,229520,418603,254102,719846,386732,780887,1791685
2007,200,212,2.29,0.67,65.7,1471361,55833,488712,155994,183821,51447,41989,74382,144132,13587,109432,207865
2007,225,316,2.63,0.85,61.9,2190844,65503,648986,193078,216706,71624,79455,114439,276389,41696,185165,363307
2007,275,465,2.52,0.78,62.7,2508125,68970,728135,166036,225056,89196,92242,158325,267153,26891,238677,516414
2007,325,638,2.66,0.76,62,2551201,72948,753847,189455,232208,90384,91655,147743,293006,56518,254258,442127
2007,375,661,2.71,0.89,60.7,2844768,71358,776531,244425,238558,99064,103022,155087,327348,51116,276109,573508
2007,425,669,2.89,1.04,57.7,3006863,75095,823102,217208,246884,111194,121123,153527,349955,69636,324214,590020
2007,475,568,3.09,1.37,54.5,3109093,77623,817516,216929,250373,111365,127145,151158,418424,88763,323711,603708
2007,525,510,3.28,1.43,52,3275936,74888,846031,247246,255322,112752,139442,143209,430919,111798,351406,637811
2007,575,465,3.23,1.49,52.7,3388480,77374,886957,206409,254726,109580,149131,147210,437793,126184,394079,676410
2007,625,450,3.33,1.55,50.3,3571634,79992,913571,215111,260067,118596,168681,163315,493770,180793,414584,643146
2007,675,375,3.37,1.61,51.7,3830714,82420,953097,235623,276342,126288,183737,155056,510875,172552,440810,776336
2007,725,362,3.45,1.67,51.7,3801220,83733,949704,223403,268503,117303,177899,135625,516666,190160,427132,794824
2007,775,280,3.52,1.7,50.6,4183922,85570,971329,270813,275239,141829,200614,157671,580488,230200,469220,886519
2007,850,499,3.54,1.82,52,4312823,86077,1030042,241334,285486,146491,213361,172466,571450,286626,490970,874597
2007,950,364,3.54,1.85,52.6,4738843,89391,1070747,206882,294308,154406,243735,192670,648389,306408,562500,1058798
2007,1125,522,3.69,2,53.1,5115416,92918,1156546,222525,305768,166736,278066,182336,692139,324546,576329,1210426
2007,1375,228,3.56,2.05,55.7,5629095,92888,1257454,162504,324768,177877,310967,204244,667892,348278,677261,1497850
2007,1500,247,3.63,2.2,55.8,6488700,96836,1378256,193287,346225,220119,409861,249381,883554,321004,722688,1764325
2008,200,200,2.31,0.72,65.8,1404060,59910,502356,128734,194534,46594,32945,80462,133419,9055,98092,177869
2008,225,332,2.57,0.86,62.9,2178100,68179,678547,149632,238926,78960,70451,121962,260259,35102,198990,345270
2008,275,469,2.58,0.79,63.6,2456633,74495,724253,163201,241279,86596,79458,138652,292636,34726,221090,474742
2008,325,642,2.64,0.8,62,2624864,73208,740295,194765,240895,93920,89925,133755,329209,41063,273337,487700
2008,375,652,2.68,0.9,60.5,2769530,75222,769614,192110,242876,96745,96803,140573,340252,48476,286567,555513
2008,425,673,2.86,1.07,57.6,2971194,76278,797802,226175,251473,100032,113293,146114,398415,54391,314577,568923
2008,475,560,3,1.27,54.9,3182373,80930,840462,239643,261162,112204,120386,156646,408847,95427,341025,606570
2008,525,504,3.26,1.37,53.7,3376780,82507,885424,238238,269292,116289,140928,134806,483000,121681,351336,635787
2008,575,467,3.22,1.54,51.7,3432369,81216,874588,230267,260002,118793,150581,148779,462976,114314,399955,672114
2008,625,451,3.37,1.58,52.2,3552759,85266,936439,191543,283030,125612,164508,151333,468720,157675,417200,656698
2008,675,362,3.39,1.64,50.5,3856446,83668,959668,222502,280522,130447,178034,159543,543077,165980,461871,754802
2008,725,375,3.4,1.63,50.9,3853511,85622,959271,179576,287846,138345,183855,144018,558183,203592,434516,764310
2008,775,296,3.56,1.74,51.2,4080495,90362,1009482,227082,293571,149119,195549,166430,484716,246939,460852,846755
2008,850,476,3.49,1.71,51.2,4399523,91379,1043088,198828,299057,151411,225276,159827,611216,280287,520310,910224
2008,950,385,3.56,1.86,51.5,4738235,91373,1074100,176607,309875,154802,241475,182241,690747,338096,516128,1054165
2008,1125,521,3.61,2.02,53,4991703,95337,1159864,198138,321774,173025,260748,182164,690076,308649,578627,1118640
2008,1375,219,3.71,2.13,54.2,5589038,102613,1256461,245352,324060,187080,293246,195298,697236,333004,684565,1372735
2008,1500,233,3.58,2.18,55.6,6338682,98819,1342268,194619,365568,244943,397020,230648,793425,421429,798624,1550138
2009,200,190,2.34,0.7,65.5,1428187,59841,486404,131242,192655,52211,35032,74727,136562,13384,111845,194125
2009,225,335,2.61,0.93,61.2,2242352,73005,683777,181350,221828,89760,76662,114347,243447,36427,215689,379065
2009,275,482,2.58,0.75,63.7,2261642,73180,707643,160567,230165,88412,73540,122719,245439,26310,217821,389025
2009,325,662,2.6,0.81,61.9,2602682,74988,745340,207269,232445,95168,86098,141015,335243,36115,263297,460692
2009,375,690,2.71,0.86,61,2753900,76326,783658,198272,237271,105434,95569,153726,333348,54999,298949,492674
2009,425,637,2.94,1.13,57.2,2996582,78959,799722,209757,240374,104178,113218,149576,380793,78804,333379,586782
2009,475,578,3.05,1.3,55,3108480,78054,836673,211459,251612,109806,127809,138653,411412,90361,341653,589042
2009,525,543,3.16,1.37,53.1,3283910,79481,856965,212039,254361,112112,135108,156745,444348,124826,378578,608827
2009,575,461,3.17,1.45,52.3,3399895,83701,877898,218824,255819,119669,142493,159749,441859,131139,367675,684770
2009,625,441,3.32,1.52,51.2,3647423,83108,918604,210711,253596,131703,145767,150841,551907,161836,406483,715974
2009,675,360,3.46,1.64,51,3783437,86047,928037,249783,265093,128543,166207,155571,528934,201364,416003,743902
2009,725,331,3.39,1.67,50.2,3909132,86008,950369,191688,271532,145222,178596,154143,613844,209969,440481,753289
2009,775,288,3.37,1.7,51.3,3970638,87772,962084,193457,278795,134572,179931,183714,544249,248611,458267,786958
2009,850,479,3.52,1.77,51.7,4330740,91277,1035374,191918,282457,158235,208914,176708,568285,290780,499970,918098
2009,950,356,3.52,1.88,52.5,4850999,94919,1084749,277776,299949,157536,227864,182233,644822,359059,544054,1072956
2009,1125,540,3.54,1.96,53.3,4820740,96551,1147621,176650,310053,159221,248144,180093,636497,329208,581413,1051840
2009,1375,223,3.59,2.1,53.5,5195333,99233,1211021,206034,307057,181515,293176,201544,647186,298727,611071,1238002
2009,1500,235,3.63,2.14,55.9,6353702,105563,1390909,237047,356406,228096,410871,277672,763602,342309,861800,1484990
2010,200,218,2.4,0.68,64.2,1489738,59951,510251,109084,196062,55387,37995,74226,169990,16420,122910,197413
2010,225,344,2.67,0.94,62.3,2336674,70358,691545,160169,229455,89397,73129,127484,282668,28788,243836,410201
2010,275,485,2.62,0.81,62.7,2452702,72874,718459,211053,234249,94998,78873,129910,294246,40136,239545,411233
2010,325,683,2.65,0.79,61.8,2605712,71750,738045,207629,236674,97579,85338,134273,330931,48602,275689,450955
2010,375,679,2.68,0.83,61.3,2786996,75124,786649,193965,240782,109931,93262,135478,364447,43706,324969,493807
2010,425,685,2.85,1.06,57.9,2972871,74306,795626,219496,245587,109686,106595,154004,405815,62573,344752,528738
2010,475,588,3.01,1.24,56.4,3119380,77250,831786,210977,253550,109273,115898,149432,458214,91036,340581,558633
2010,525,528,3.24,1.44,54.4,3324324,79631,868395,237064,259985,125973,128167,155988,436093,134597,372938,605125
2010,575,484,3.23,1.49,53.2,3409164,80274,858105,264155,259366,115316,131619,147020,496058,125600,384315,627609
2010,625,438,3.32,1.56,51.8,3568747,83306,917595,217344,273865,130458,142054,150968,484286,169620,406955,675601
2010,675,372,3.45,1.72,52,3672677,84015,927553,181279,270411,136528,162434,153841,472872,203326,443291,721142
2010,725,316,3.32,1.7,50.6,3864232,83308,932783,265775,264534,139473,175972,144278,543758,192437,440162,765060
2010,775,269,3.46,1.77,51.5,3952808,82909,985867,191911,278335,140548,184949,157755,572611,189684,474043,777106
2010,850,491,3.43,1.81,51.9,4352216,85403,998748,239100,291867,152659,185563,150790,654618,250612,501721,926536
2010,950,345,3.44,1.81,52.5,4715440,91640,1096220,270985,303169,163956,240510,187672,651099,287711,533238,980880
2010,1125,496,3.61,1.98,53,5074705,89972,1146561,261643,310442,176046,248727,178165,730253,313058,604526,1105286
2010,1375,196,3.49,1.97,54.1,5415061,87955,1160364,198966,315212,205241,301598,187242,615743,319860,735866,1374968
2010,1500,201,3.44,2.07,56,6415969,98895,1401562,225464,358869,235316,427984,252402,702433,304742,852743,1654454
2011,200,241,2.38,0.67,65.8,1435151,56641,493399,128238,196750,51599,36857,73517,152333,13352,104521,184586
2011,225,344,2.65,0.82,62.4,2205697,67052,661245,197142,228285,81383,67631,130736,237676,44131,198530,358938
2011,275,519,2.55,0.76,63.5,2309298,69189,686236,206650,232477,88654,69572,136340,260491,25259,210625,392995
2011,325,705,2.55,0.68,63.7,2583821,74306,760557,181058,236233,104521,84902,142838,293052,33895,277622,469144
2011,375,713,2.74,0.87,62,2827995,75388,783566,244572,250268,106512,96568,152428,333485,46482,277899,536214
2011,425,649,2.93,1.12,58.1,2952113,78228,812178,231705,250261,109469,108312,158788,349696,76599,302849,552254
2011,475,584,3,1.29,55.1,3086696,74144,823176,238044,250112,120193,120767,150522,407533,77287,325675,573388
2011,525,527,3.19,1.42,54,3240517,76315,836701,233568,254144,114298,133859,144917,471162,116360,356734,578775
2011,575,453,3.28,1.52,52.7,3366297,77671,855920,227696,263873,121254,140251,138083,443694,146230,358629,670668
2011,625,421,3.33,1.59,51.4,3423294,79641,886855,228544,266841,117632,140191,132750,466282,169009,361516,653674
2011,675,338,3.45,1.61,50.8,3727992,81032,932878,242930,271209,127053,182562,136625,511248,217040,406739,699707
2011,725,306,3.47,1.61,51,3773599,85746,942632,172336,282374,134110,172961,165437,540574,195952,427738,739484
2011,775,287,3.51,1.73,51.5,3944989,81975,957879,207187,283965,146591,182367,154656,563025,273019,417340,758960
2011,850,441,3.39,1.74,52.5,4260758,88655,1033653,238545,286496,158419,200885,161085,578924,251975,487883,862895
2011,950,322,3.54,1.93,52.2,4538311,87435,1042864,273268,300460,158935,216829,161708,637260,289803,495295,961889
2011,1125,421,3.51,1.95,55,5001346,94347,1131154,289934,307328,181481,253910,192682,670773,303884,568580,1101619
2011,1375,194,3.69,2.07,55.2,5264031,92436,1182498,269355,316403,185816,291316,195526,601567,352592,662159,1206799
2011,1500,211,3.5,2.07,57,6289833,93979,1349988,238292,366503,237406,376363,299107,842415,291687,743040,1545032
2012,200,233,2.43,0.7,66.8,1584492,60429,521358,140685,209099,60448,40931,94519,183263,7935,122593,203661
2012,225,376,2.55,0.81,64.1,2370674,69066,683440,223267,237575,86205,76724,126288,293036,47895,205821,390421
2012,275,516,2.54,0.74,65.2,2349667,70735,689823,172038,238455,87268,74888,124287,308722,29991,213093,411100
2012,325,736,2.57,0.72,64.6,2621652,73361,759611,183197,248245,100700,83866,140430,339994,37647,259852,468111
2012,375,713,2.66,0.86,62.9,2771412,75201,786257,182954,257206,108953,97424,161322,348180,51323,284201,493591
2012,425,697,2.9,1.07,59.3,2962785,76854,810441,225400,264333,105487,104802,140886,402678,73720,292529,542511
2012,475,578,3.07,1.29,55.9,3144094,78001,837573,217732,263579,114988,123873,164043,419009,85561,322691,595045
2012,525,543,3.19,1.41,53.3,3311553,79307,860945,251360,269044,121105,133928,142704,472722,120637,344057,595051
2012,575,455,3.26,1.55,53.6,3452188,79606,876945,254985,273409,126992,139437,147686,480560,130074,373553,648549
2012,625,425,3.36,1.63,52.3,3532856,79623,889813,233499,278150,122665,147131,133717,577276,164970,363226,622409
2012,675,356,3.42,1.66,52.9,3868939,82037,932739,221300,285513,152664,178231,156398,560822,176536,411892,792844
2012,725,321,3.44,1.66,51.6,3911773,82544,954413,241970,291661,134072,182093,146558,600226,215624,425181,719976
2012,775,263,3.45,1.73,51.8,3937399,85298,967550,199160,296059,138375,171056,150724,587737,269779,420470,736490
2012,850,436,3.43,1.76,52.8,4265087,89921,1020450,232321,296064,145534,202493,171124,661199,268422,457791,809688
2012,950,312,3.56,1.83,52.3,4425912,89961,1048561,153566,303670,160199,219475,171543,659404,286979,477936,944579
2012,1125,437,3.5,1.93,54,4878898,88476,1109226,258199,312399,190539,251918,202110,683024,284626,550994,1035863
2012,1375,193,3.51,2.15,56.3,5570048,91853,1243845,369026,343387,175645,299787,229362,770611,278224,580005,1280157
2012,1500,200,3.49,2.03,58.3,6531337,94153,1383573,255946,368117,234029,396288,242925,953479,398034,819357,1479590
2013,200,218,2.35,0.71,67.5,1507941,59629,497083,134625,217722,64821,36474,76213,151098,24327,105481,200096
2013,225,349,2.56,0.77,64.1,2359417,68658,705398,190112,243590,87864,79785,128300,285349,50888,207626,380506
2013,275,546,2.57,0.74,66.2,2497659,70854,743236,213751,249538,96386,71072,139856,322583,23013,220153,418070
2013,325,727,2.55,0.69,65.9,2617267,71826,767712,196749,254770,100289,81212,142464,325026,24182,258821,466043
2013,375,711,2.65,0.88,63.4,2860602,75504,802328,202340,255921,110159,97925,141383,372180,40925,278602,558842
2013,425,658,2.85,1.07,59.9,3046342,76549,830329,215823,267714,115291,109760,155229,436959,57968,313963,543305
2013,475,574,3.01,1.27,57,3216663,73542,860975,246992,270719,134749,126119,149125,455568,88914,329926,553576
2013,525,540,3.09,1.45,55.2,3214924,75400,850518,213507,274005,118401,127530,150728,492804,104412,335047,547971
2013,575,442,3.21,1.51,53.7,3376251,76379,855554,227153,272620,117897,138514,146367,508529,131115,350757,627746
2013,625,422,3.37,1.62,52.4,3448889,79717,900665,229242,286590,123421,155766,142857,485173,129455,355680,640039
2013,675,353,3.35,1.66,52.5,3818403,76780,949462,249395,290179,133319,170922,141653,588684,150706,415508,728575
2013,725,326,3.42,1.75,51.9,3816738,83395,961987,192460,302335,135753,163237,147370,548360,221856,409209,734170
2013,775,291,3.38,1.78,52.6,4173084,84638,979732,240953,303345,141541,187026,160085,673452,230584,461222,795144
2013,850,460,3.38,1.73,53,4243465,88526,1029831,260820,297804,153668,198584,159093,622302,251813,431373,838177
2013,950,321,3.61,1.93,52.1,4485414,85348,1077125,208917,304773,155401,213387,169466,655777,319577,496663,884329
2013,1125,439,3.62,1.97,52.8,5072077,90513,1145889,215170,322323,156765,270388,208499,767931,368937,554390,1061786
2013,1375,190,3.56,2,53.5,5692273,92556,1245143,229564,325861,201237,331724,221772,893996,323394,635964,1283618
2013,1500,218,3.48,2.01,57.4,6420462,87722,1352565,279743,365964,243063,434900,233812,939543,369730,847158,1353985
2014,200,224,2.33,0.68,68.1,1506258,54185,522587,141123,219907,57415,31481,71309,149591,7144,114496,191205
2014,225,362,2.53,0.82,64.4,2224631,68242,688315,200062,248495,85312,72732,104381,257082,26834,194440,346979
2014,275,549,2.53,0.68,67,2382866,69189,742608,161691,253056,94259,69855,137151,285643,27659,228789,382155
2014,325,706,2.59,0.69,65.8,2665856,71478,778978,184703,262072,112781,89086,144998,338843,26928,266239,461228
2014,375,731,2.66,0.83,63.8,2836773,71963,810950,218667,267558,110326,97553,153174,358519,35238,284992,499796
2014,425,646,2.88,1.13,59.8,3005375,73456,823873,259779,276504,112552,110561,144244,414280,61624,298420,503539
2014,475,559,3,1.29,57.7,3159688,73799,865023,175216,281470,126197,128254,151215,469961,87499,316190,558662
2014,525,548,3.16,1.44,55.6,3255834,74103,873387,204121,285434,125443,130849,141855,463150,96516,353105,581974
2014,575,450,3.26,1.55,52.9,3341359,76837,889398,203667,282193,125046,137872,145995,486919,129249,351468,589553
2014,625,407,3.29,1.58,52.3,3579471,76956,916093,230662,285437,134483,166937,161444,586459,142812,367012,588133
2014,675,381,3.3,1.63,52.4,3793599,80368,967585,239089,295328,132840,164808,160252,593011,165756,397565,677365
2014,725,316,3.35,1.62,52.7,3891698,82533,999823,204095,306893,133705,176163,145789,594438,197240,432367,701185
2014,775,301,3.36,1.66,53,4306812,84607,1027957,247305,304025,152783,188217,155107,709979,257146,490382,773912
2014,850,459,3.45,1.78,52.7,4399105,84685,1050195,199329,313220,155399,211629,180042,732420,261518,452503,842849
2014,950,310,3.48,1.88,52.9,4480403,83747,1108597,209598,308407,160466,229135,181963,689438,253031,487225,852543
2014,1125,435,3.49,1.9,54.6,4981806,89454,1176319,271268,329419,186825,257437,198539,717204,315691,542246,986856
2014,1375,205,3.44,1.98,55.4,5801977,91836,1245245,291386,328012,232673,315399,212882,923221,350928,678316,1223914
2014,1500,184,3.28,1.87,57.1,6884583,90924,1512215,288040,366685,250689,506757,248615,915238,287551,840776,1668018
2015,200,230,2.33,0.72,67.6,1517314,56329,532952,146445,205544,57557,36357,77367,159662,11593,103281,186558
2015,225,353,2.53,0.83,66,2343379,67280,729287,172977,244375,96016,68114,120933,276242,32797,219980,382659
2015,275,554,2.49,0.68,67.5,2443074,68713,753295,187051,256557,86724,70779,137944,304167,23029,226357,397170
2015,325,738,2.5,0.68,66.9,2598036,70482,807503,171160,254206,106145,76925,144291,300190,23603,260561,453451
2015,375,716,2.67,0.88,64.4,2884138,74458,860734,203074,267757,118686,95099,156106,364561,42274,280834,495013
2015,425,664,2.84,1.15,61.1,2966533,74555,854525,230240,260624,101479,108459,144771,413185,51447,285942,515861
2015,475,535,2.98,1.34,58.2,3196192,73417,885756,220618,270499,127976,120589,147759,461968,89121,327645,544260
2015,525,514,3.13,1.52,55.6,3257577,72774,894686,222480,276272,123998,127430,144770,483894,109332,337518,537196
2015,575,431,3.17,1.58,55.9,3291300,74804,925764,193913,276953,122243,131054,156821,475965,111816,339161,557610
2015,625,423,3.28,1.6,53.5,3617032,76499,950494,267765,280754,121724,153735,156764,551798,156397,373710,603892
2015,675,363,3.28,1.68,52.8,3755811,76768,972381,255914,287949,122994,160394,141956,610059,155037,368798,680328
2015,725,332,3.53,1.78,52.3,3895483,81365,998168,285482,283836,123941,155301,138858,615840,231142,423144,639770
2015,775,277,3.36,1.71,52.6,4124157,84541,1031149,257287,292838,146808,186496,158929,677375,234724,466608,671941
2015,850,477,3.38,1.76,52.7,4190450,86927,1075529,213029,297663,153841,197941,153188,640485,233178,438420,787177
2015,950,329,3.42,1.88,53.5,4433795,85444,1129601,177119,313880,168570,224603,192326,626841,258048,474827,867978
2015,1125,452,3.47,1.93,54,4902126,88337,1190361,210912,313128,183999,247972,187781,694821,332198,534596,1006356
2015,1375,186,3.49,2.01,54.6,5599381,92232,1366047,204359,343853,218845,349356,212864,774662,366814,656307,1106273
2015,1500,198,3.52,2.07,57.5,6285025,89459,1448571,320508,367871,254140,422562,220832,780891,325922,790075,1353653
2016,200,229,2.3,0.66,68.2,1512650,56114,537480,131499,188560,60245,36910,73212,158976,15445,118432,191890
2016,225,372,2.51,0.74,67.2,2258447,67330,743249,153389,226258,85778,70914,120821,257018,27366,216362,357290
2016,275,550,2.42,0.6,69.1,2315167,71936,765771,150715,231784,96431,63971,128501,271029,20939,220658,365369
2016,325,765,2.49,0.68,67.8,2569457,73319,822412,169462,236981,97588,76816,145167,312065,19814,246383,442769
2016,375,691,2.62,0.83,66,2743728,75019,867960,198424,247804,104806,89268,152291,318732,31362,278672,454409
2016,425,619,2.78,1.16,61,2951141,72822,876738,223769,237106,120479,103765,143428,381506,48429,291849,524072
2016,475,557,2.98,1.34,58,3074673,75391,907173,206574,245118,118696,115427,155543,438507,80220,297564,509851
2016,525,504,3.11,1.43,56.3,3160723,75285,924660,179436,249496,113760,118698,136174,487040,98887,330354,522218
2016,575,440,3.24,1.65,54.5,3354395,77398,915382,237653,261828,121533,128255,159688,503846,134815,340537,550858
2016,625,409,3.3,1.62,53.1,3502145,78120,974167,208412,249726,131587,151935,154218,499338,162732,378807,591224
2016,675,345,3.35,1.75,52.9,3611665,78855,989214,269810,262525,124626,156819,160300,520316,152667,381184,594203
2016,725,339,3.38,1.73,52.2,3812397,78959,1014813,196980,265428,137319,153980,193142,602692,192660,389472,665912
2016,775,288,3.39,1.73,53.2,3915948,81850,1036877,166666,265505,150057,176996,154732,609992,214215,444142,696766
