"n","x","y"
"220",3022.289,0.278589506165691
"221",3028.073,0.298073395192256
"222",3030.509,0.298569976198718
"223",3040.899,0.280275997328422
"224",3042.49,0.29268230955566
"225",3046.342,0.272565916761808
"226",3046.566,0.28274686975434
"227",3052.548,0.270716791349391
"228",3054.35,0.299124199911601
"229",3059.14,0.267429735154324
"230",3060.953,0.304472822679734
"231",3074.673,0.29504698548431
"232",3080.674,0.269835107512187
"233",3086.696,0.266685154611922
"234",3096.984,0.297525269746308
"235",3108.396,0.291849236712439
"236",3108.48,0.269158238109944
"237",3109.093,0.262943565856666
"238",3114.883,0.289772681670547
"239",3119.38,0.266651065275792
"240",3121.956,0.270113992637949
"241",3127.518,0.272684921397735
"242",3134.797,0.281387598622814
"243",3144.094,0.266395661198425
"244",3144.82,0.275549316018087
"245",3146.062,0.301923166167736
"246",3148.081,0.27612377191057
"247",3148.125,0.264208378002779
"248",3153.623,0.303234089807184
"249",3159.688,0.273768486002415
"250",3160.723,0.292546990039937
"251",3162.002,0.260000468057895
"252",3165.942,0.288896322168884
"253",3173.37,0.292434541197528
"254",3174.235,0.278828442128576
"255",3179.023,0.267328987553723
"256",3182.373,0.264099148654165
"257",3194.083,0.278364400674622
"258",3195.817,0.287217947711023
"259",3196.192,0.277128532954216
"260",3198.591,0.295100248828312
"261",3201.871,0.282905526175164
"262",3212.262,0.263219500775466
"263",3214.924,0.264553065640121
"264",3216.663,0.267660926867378
"265",3217.001,0.288106220669499
"266",3231.893,0.29899009651619
"267",3236.984,0.290548856589962
"268",3237.303,0.287258560598127
"269",3240.517,0.258199848974716
"270",3242.023,0.292844622015328
"271",3251.317,0.281353064004525
"272",3255.834,0.268252926899836
"273",3256.976,0.254055295464259
"274",3257.577,0.274647690599485
"275",3262.223,0.270669111216493
"276",3265.661,0.265472135656457
"277",3275.936,0.258256266300685
"278",3280.206,0.277880718467072
"279",3283.91,0.260958735166311
"280",3291.3,0.281276091513991
"281",3292.089,0.293193470771902
"282",3298.315,0.299299490800606
"283",3302.436,0.277062144429143
"284",3303.672,0.282042224530765
"285",3306.633,0.279636113230588
"286",3311.553,0.259982250019855
"287",3311.767,0.272381782897166
"288",3314.289,0.275373089069782
"289",3316.522,0.292935792375265
"290",3317.209,0.27329963231138
"291",3324.324,0.261224537680443
"292",3327.27,0.260264420981766
"293",3331.151,0.285466795110759
"294",3333.907,0.291618512454007
"295",3338.007,0.293227965070175
"296",3341.359,0.266178521972646
"297",3341.647,0.269891463700385
"298",3347.943,0.294520545899378
"299",3354.251,0.281855174225185
"300",3354.395,0.272890342371724
"301",3361.387,0.289915442643171
"302",3361.479,0.262290497724365
"303",3366.297,0.254261581791506
"304",3371.899,0.279304332662396
"305",3376.251,0.253403553231084
"306",3376.78,0.262209560587305
"307",3384.17,0.296256984725945
"308",3388.403,0.269175478831768
"309",3388.48,0.261756598828973
"310",3398.261,0.275226358422734
"311",3399.686,0.257464365826726
"312",3399.895,0.258213268350934
"313",3408.485,0.286328383431349
"314",3409.164,0.25170540343615
"315",3414.388,0.288138899269796
"316",3417.357,0.28369029047887
"317",3423.294,0.259064807171105
"318",3423.406,0.25117733625518
"319",3432.369,0.254805937240431
"320",3435.113,0.269774531434628
"321",3440.776,0.280933719602787
"322",3440.847,0.261619304781642
"323",3448.889,0.26114641555585
"324",3452.188,0.25402585258972
"325",3458.054,0.271617215925489
"326",3458.917,0.276115038319798
"327",3463.36,0.286809918691675
"328",3466.538,0.257629946649943
"329",3468.623,0.270811789000996
"330",3472.631,0.275517323896492
"331",3478.914,0.261413475584622
"332",3478.915,0.284335777102919
"333",3482.273,0.259579016349379
"334",3487.716,0.277622088495738
"335",3501.192,0.284791579553478
"336",3502.145,0.278162954417935
"337",3516.151,0.295214852831975
"338",3517.46,0.272885832390418
"339",3532.856,0.25186789385132
"340",3541.356,0.265823317395935
"341",3545.427,0.258088235916294
"342",3552.759,0.263580783272944
"343",3553.086,0.25823636129269
"344",3554.921,0.283055235264019
"345",3561.522,0.263020416552249
"346",3565.4,0.272142536601784
"347",3566.448,0.281121721107388
"348",3568.747,0.257119655722303
"349",3571.634,0.255785167237181
"350",3575.856,0.275303311990192
"351",3578.364,0.254087063250133
"352",3578.867,0.278968455659291
"353",3579.471,0.255929716988907
"354",3582.454,0.257082714809457
"355",3585.467,0.275226072363795
"356",3588.988,0.264429973017463
"357",3604.82,0.274271669597927
"358",3611.665,0.273894173462932
"359",3617.032,0.262782856220238
"360",3623.814,0.28461780875067
"361",3643.63,0.256540592760516
"362",3646.175,0.270699842986143
"363",3647.423,0.251850141867285
"364",3647.467,0.282145664374757
"365",3650.101,0.27442144751611
"366",3658.216,0.283104934208368
"367",3669.299,0.279606813181482
"368",3670.643,0.275103299340197
"369",3672.677,0.252555016409012
"370",3675.463,0.268614865664544
"371",3677.873,0.285408169341356
"372",3690.045,0.264831458694948
"373",3694.781,0.282489544035222
"374",3698.917,0.280932499972289
"375",3710.98,0.283147847738333
"376",3720.876,0.260031239955322
"377",3724.927,0.266971137957871
"378",3727.992,0.250236052008695
"379",3732.288,0.281246248949706
"380",3749.293,0.290298997704367
"381",3752.227,0.279419661976741
"382",3755.811,0.258900407927875
"383",3756.046,0.258886073280253
"384",3756.543,0.25462958895985
"385",3765.135,0.270169861107238
"386",3773.599,0.249796547009897
"387",3779.086,0.28129897017427
"388",3779.503,0.271297310783984
"389",3780.69,0.249299201997519
"390",3783.437,0.245289402202283
"391",3785.791,0.249185969325829
"392",3787.169,0.258978144360603
"393",3793.599,0.255057268836269
"394",3796.248,0.270302150965901
"395",3799.421,0.266422699669239
"396",3801.22,0.249841892865975
"397",3812.397,0.266187650446687
"398",3816.738,0.252044284936509
"399",3818.403,0.248654214864172
"400",3822.434,0.2653141950914
"401",3824.43,0.269813017887633
"402",3828.709,0.262853092256424
"403",3830.476,0.247390924783238
"404",3830.714,0.248804008861011
"405",3838.349,0.281445486067056
"406",3838.443,0.284419229359404
"407",3841.205,0.260086353110547
"408",3851.17,0.271172916282584
"409",3853.511,0.248934283566337
"410",3856.446,0.248847773312527
"411",3864.232,0.241388974575026
"412",3868.939,0.2410839250761
"413",3875.122,0.25447405268789
"414",3883.254,0.26798916578725
"415",3884.062,0.25554844387139
"416",3888.886,0.263199795519848
"417",3891.698,0.256911764479155
"418",3895.483,0.256237288161699
"419",3901.493,0.246613539996099
"420",3909.132,0.243115095627367
"421",3911.773,0.243984760874417
"422",3913.376,0.267006799244438
"423",3915.948,0.264783138080485
"424",3921.599,0.277825958237953
"425",3922.575,0.259741878740368
"426",3924.85,0.256864083977732
"427",3929.76,0.27143896828305
"428",3937.399,0.245733287380832
"429",3938.878,0.242688146218289
"430",3939.876,0.253490211367058
"431",3944.661,0.267724653652114
"432",3944.989,0.242809042053096
"433",3947.519,0.250411714294472
"434",3952.808,0.249409280693623
"435",3959.467,0.273859082548232
"436",3970.638,0.242299600215381
"437",3978.742,0.269644525832537
"438",3992.014,0.276881293502478
"439",3994.516,0.273834927685857
"440",4002.791,0.261485048807195
"441",4013.749,0.265057431344112
"442",4061.905,0.268991519988774
"443",4077.057,0.259785673832865
"444",4079.796,0.255634595455263
"445",4080.495,0.247392044347561
"446",4086.744,0.24383274313243
"447",4089.394,0.265666502176117
"448",4096.108,0.275682916563723
"449",4096.56,0.249285498076435
"450",4098.12,0.244228329087484
"451",4104.999,0.278485573321699
"452",4105.273,0.260295478522378
"453",4108.163,0.281072099622143
"454",4112.229,0.241604249179703
"455",4124.157,0.250026611499029
"456",4128.682,0.273961036476047
"457",4132.022,0.269945803773552
"458",4152.449,0.256360041989679
"459",4155.14,0.254804170256598
"460",4155.936,0.242182988380957
"461",4166.513,0.267768515302844
"462",4169.62,0.252872923671701
"463",4172.701,0.269621762977985
"464",4173.084,0.234774090337027
"465",4175.076,0.264645002869409
"466",4175.652,0.25431764907612
"467",4183.922,0.232157530661422
"468",4190.45,0.25666193368254
"469",4202.557,0.244268667861019
"470",4205.292,0.263181248769408
"471",4212.294,0.260396116700306
"472",4239.836,0.255995279062681
"473",4243.465,0.242686342411213
"474",4254.39,0.255344949569739
"475",4260.758,0.242598382729082
"476",4265.087,0.239256549749161
"477",4280.044,0.245389299736171
"478",4280.9,0.250743068046439
"479",4281.089,0.255246036697672
"480",4281.972,0.264908785017744
"481",4288.724,0.244954909665439
"482",4292.345,0.256808574334076
"483",4292.795,0.257087282295101
"484",4302.035,0.270538477720428
"485",4306.812,0.238681651300312
"486",4312.18,0.251018278457764
"487",4312.823,0.238832430637659
"488",4330.101,0.256808328489335
"489",4330.74,0.239075539053372
"490",4333.863,0.235707035501584
"491",4352.216,0.229480338292033
"492",4374.997,0.257026233389417
"493",4377.481,0.258669769212019
"494",4378.123,0.264990499353262
"495",4381.645,0.253758120523228
"496",4399.105,0.238729241516172
"497",4399.523,0.237091157382289
"498",4422.565,0.255052215173774
"499",4424.631,0.232912303873476
"500",4425.912,0.2369141094536
"501",4429.259,0.242523862343566
"502",4433.713,0.251454029613554
"503",4433.795,0.254770687413378
"504",4446.037,0.263581252247788
"505",4467.928,0.247809051533507
"506",4477.297,0.261389181910425
"507",4480.403,0.247432429627424
"508",4485.414,0.24013948322273
"509",4493.979,0.249717455288509
"510",4502.14,0.256584424296001
"511",4526.296,0.26032301024944
"512",4527.856,0.234813562975501
"513",4538.311,0.229791215278107
"514",4539.793,0.239754103325856
"515",4572.449,0.244778017206972
"516",4583.39,0.250824389807544
"517",4590.063,0.252107868671955
"518",4591.386,0.245819671881214
"519",4594.639,0.242351357745407
"520",4597.165,0.259957604306132
"521",4609.506,0.241578815604102
"522",4614.962,0.246094117351345
"523",4618.458,0.235185206837434
"524",4639.626,0.257353502200393
"525",4651.097,0.250170443660926
"526",4676.885,0.253025678416296
"527",4687.377,0.247637004661669
"528",4693.613,0.253534537253071
"529",4703.523,0.229395285193673
"530",4704.466,0.259896872461189
"531",4704.906,0.244475872631674
"532",4709.628,0.253861876139687
"533",4715.44,0.232474594099384
"534",4724.963,0.253270343069353
"535",4736.816,0.256222323180803
"536",4738.235,0.2266877856417
"537",4738.843,0.225951144614835
"538",4746.94,0.248872958158308
"539",4754.428,0.239564675287963
"540",4788.091,0.243897202455008
"541",4820.74,0.238059094661815
"542",4820.743,0.248457551045555
"543",4831.016,0.255530306668411
"544",4850.999,0.223613527852717
"545",4871.806,0.222175513556985
"546",4878.898,0.227351750333784
"547",4880.406,0.248197588479319
"548",4886.965,0.237810993121498
"549",4897.097,0.218832095831469
"550",4902.126,0.242825459810703
"551",4914.357,0.24613413311243
"552",4917.607,0.240133869990018
"553",4919.367,0.247649951711267
"554",4949.764,0.248877522241464
"555",4953.666,0.240928839368662
"556",4981.806,0.236123004388368
"557",4991.703,0.232358375488285
"558",5001.346,0.226169915058866
"559",5006.578,0.251761981936564
"560",5015.208,0.223631602118995
"561",5065.447,0.243224339332738
"562",5068.041,0.228936387846902
"563",5072.077,0.225921057586468
"564",5074.705,0.225936483007387
"565",5083.273,0.235357809820562
"566",5089.863,0.232461070170258
"567",5098.863,0.227681543904984
"568",5101.226,0.258746818901966
"569",5103.729,0.234840838923854
"570",5114.049,0.24121004706838
"571",5115.416,0.226090312107559
"572",5184.112,0.225884587370026
"573",5184.896,0.228582405510159
"574",5195.333,0.233097859174763
"575",5231.408,0.235349068549041
"576",5250.133,0.242706422865859
"577",5251.96,0.235818627712321
"578",5263.532,0.239889678641642
"579",5264.031,0.224637354909194
"580",5295.426,0.23582200940963
"581",5332.152,0.231892864269436
"582",5338.973,0.243754744592265
"583",5341.477,0.248373062357097
"584",5405.711,0.240318063618273
"585",5407.438,0.236094986202338
"586",5415.061,0.214284566692785
"587",5445.646,0.233051138469155
"588",5463.721,0.230818886981967
"589",5494.203,0.239526824909819
"590",5496.155,0.237909229270281
"591",5502.98,0.219524148733959
"592",5570.048,0.223309565734442
"593",5589.038,0.22480809756527
"594",5599.381,0.243963931013089
"595",5627.055,0.221373347159393
"596",5629.095,0.223384753677101
"597",5639.728,0.21975882524831
"598",5655.798,0.22212267835591
"599",5657.082,0.233305439093865
"600",5661.884,0.234238638587438
"601",5667.08,0.233920819893137
"602",5692.273,0.218742670985738
"603",5706.342,0.229006603529897
"604",5731.416,0.228683801699266
"605",5753.226,0.210519454650313
"606",5760.127,0.256402159188504
"607",5764.8,0.219378122398002
"608",5765.6,0.227063271819065
"609",5783.438,0.221095306978306
"610",5801.977,0.214624256524974
"611",5852.458,0.232809701496363
"612",5901.296,0.23046869704553
"613",5958.485,0.236360249291556
"614",5979.577,0.229002151824452
"615",5991.662,0.222546932720838
"616",5996.007,0.23820702677632
"617",6070.776,0.230861919464662
"618",6160.708,0.239262760059396
"619",6175.521,0.238093109876883
"620",6285.025,0.230479751472747
"621",6289.833,0.214630181755223
"622",6338.682,0.211758217244531
"623",6353.702,0.218913162751416
"624",6380.655,0.225343166179648
"625",6415.969,0.218448998117042
"626",6420.462,0.210664746555622
"627",6454.77,0.230328578710008
"628",6482.108,0.229053881854483
"629",6488.7,0.212408648881902
"630",6507.249,0.215661487673209
"631",6531.337,0.211836106451099
"632",6545.597,0.215162650557314
"633",6547.242,0.217791858006776
"634",6555.099,0.221198032249399
"635",6562.303,0.207453846614519
"636",6584.156,0.235478928506554
"637",6597.767,0.21343054400072
"638",6658.842,0.200761483753481
"639",6745.285,0.234506029026201
"640",6770.572,0.217567880527672
"641",6811.969,0.217975155201088
"642",6817.299,0.215395422732669
"643",6834.931,0.21114565750554
"644",6838.778,0.225964931161678
"645",6847.053,0.217495906633116
"646",6884.583,0.219652374007257
"647",7020.015,0.216785719118834
"648",7291.33,0.220483505752723
